Text Collection,# of Positive Labeled Documents,k,One Class Learning Threshold,F1 Score
fbis,10,11,average+1sigma,0.0092
fbis,10,11,average+2sigma,0.0050
fbis,10,11,average+3sigma,0.0027
fbis,10,11,average-1sigma,0.0194
fbis,10,11,average-2sigma,0.0330
fbis,10,11,average-3sigma,0.0668
fbis,10,11,average,0.0142
fbis,10,11,minimum,0.2565
fbis,10,13,0.05,0.1438
fbis,10,13,0.10,0.2512
fbis,10,13,0.15,0.3573
fbis,10,13,0.20,0.4355
fbis,10,13,0.25,0.4856
fbis,10,13,0.30,0.4967
fbis,10,13,0.35,0.4774
fbis,10,13,0.40,0.4250
fbis,10,13,0.45,0.3597
fbis,10,13,0.50,0.2944
fbis,10,13,0.55,0.2238
fbis,10,13,0.60,0.1625
fbis,10,13,0.65,0.1112
fbis,10,13,0.70,0.0696
fbis,10,13,0.75,0.0419
fbis,10,13,0.80,0.0261
fbis,10,13,0.85,0.0178
fbis,10,13,0.90,0.0126
fbis,10,13,0.95,0.0120
fbis,10,13,average+1sigma,0.0092
fbis,10,13,average+2sigma,0.0050
fbis,10,13,average+3sigma,0.0027
fbis,10,13,average-1sigma,0.0194
fbis,10,13,average-2sigma,0.0330
fbis,10,13,average-3sigma,0.0668
fbis,10,13,average,0.0142
fbis,10,13,minimum,0.2565
fbis,10,15,0.05,0.1438
fbis,10,15,0.10,0.2512
fbis,10,15,0.15,0.3573
fbis,10,15,0.20,0.4355
fbis,10,15,0.25,0.4856
fbis,10,15,0.30,0.4967
fbis,10,15,0.35,0.4774
fbis,10,15,0.40,0.4250
fbis,10,15,0.45,0.3597
fbis,10,15,0.50,0.2944
fbis,10,15,0.55,0.2238
fbis,10,15,0.60,0.1625
fbis,10,15,0.65,0.1112
fbis,10,15,0.70,0.0696
fbis,10,15,0.75,0.0419
fbis,10,15,0.80,0.0261
fbis,10,15,0.85,0.0178
fbis,10,15,0.90,0.0126
fbis,10,15,0.95,0.0120
fbis,10,15,average+1sigma,0.0092
fbis,10,15,average+2sigma,0.0050
fbis,10,15,average+3sigma,0.0027
fbis,10,15,average-1sigma,0.0194
fbis,10,15,average-2sigma,0.0330
fbis,10,15,average-3sigma,0.0668
fbis,10,15,average,0.0142
fbis,10,15,minimum,0.2565
fbis,10,17,0.05,0.1438
fbis,10,17,0.10,0.2512
fbis,10,17,0.15,0.3573
fbis,10,17,0.20,0.4355
fbis,10,17,0.25,0.4856
fbis,10,17,0.30,0.4967
fbis,10,17,0.35,0.4774
fbis,10,17,0.40,0.4250
fbis,10,17,0.45,0.3597
fbis,10,17,0.50,0.2944
fbis,10,17,0.55,0.2238
fbis,10,17,0.60,0.1625
fbis,10,17,0.65,0.1112
fbis,10,17,0.70,0.0696
fbis,10,17,0.75,0.0419
fbis,10,17,0.80,0.0261
fbis,10,17,0.85,0.0178
fbis,10,17,0.90,0.0126
fbis,10,17,0.95,0.0120
fbis,10,17,average+1sigma,0.0092
fbis,10,17,average+2sigma,0.0050
fbis,10,17,average+3sigma,0.0027
fbis,10,17,average-1sigma,0.0194
fbis,10,17,average-2sigma,0.0330
fbis,10,17,average-3sigma,0.0668
fbis,10,17,average,0.0142
fbis,10,17,minimum,0.2565
fbis,10,19,0.05,0.1438
fbis,10,19,0.10,0.2512
fbis,10,19,0.15,0.3573
fbis,10,19,0.20,0.4355
fbis,10,19,0.25,0.4856
fbis,10,19,0.30,0.4967
fbis,10,19,0.35,0.4774
fbis,10,19,0.40,0.4250
fbis,10,19,0.45,0.3597
fbis,10,19,0.50,0.2944
fbis,10,19,0.55,0.2238
fbis,10,19,0.60,0.1625
fbis,10,19,0.65,0.1112
fbis,10,19,0.70,0.0696
fbis,10,19,0.75,0.0419
fbis,10,19,0.80,0.0261
fbis,10,19,0.85,0.0178
fbis,10,19,0.90,0.0126
fbis,10,19,0.95,0.0120
fbis,10,19,average+1sigma,0.0092
fbis,10,19,average+2sigma,0.0050
fbis,10,19,average+3sigma,0.0027
fbis,10,19,average-1sigma,0.0194
fbis,10,19,average-2sigma,0.0330
fbis,10,19,average-3sigma,0.0668
fbis,10,19,average,0.0142
fbis,10,19,minimum,0.2565
fbis,10,1,0.05,0.1620
fbis,10,1,0.10,0.3130
fbis,10,1,0.15,0.4466
fbis,10,1,0.20,0.5185
fbis,10,1,0.25,0.5184
fbis,10,1,0.30,0.4675
fbis,10,1,0.35,0.3883
fbis,10,1,0.40,0.3074
fbis,10,1,0.45,0.2277
fbis,10,1,0.50,0.1579
fbis,10,1,0.55,0.1043
fbis,10,1,0.60,0.0627
fbis,10,1,0.65,0.0340
fbis,10,1,0.70,0.0177
fbis,10,1,0.75,0.0053
fbis,10,1,0.80,0.0016
fbis,10,1,0.85,0.0000
fbis,10,1,0.90,0.0000
fbis,10,1,0.95,0.0000
fbis,10,1,average+1sigma,0.1220
fbis,10,1,average+2sigma,0.0875
fbis,10,1,average+3sigma,0.0631
fbis,10,1,average-1sigma,0.2639
fbis,10,1,average-2sigma,0.3634
fbis,10,1,average-3sigma,0.4368
fbis,10,1,average,0.1826
fbis,10,1,minimum,0.5414
fbis,10,3,0.05,0.1527
fbis,10,3,0.10,0.2833
fbis,10,3,0.15,0.4105
fbis,10,3,0.20,0.4942
fbis,10,3,0.25,0.5294
fbis,10,3,0.30,0.5109
fbis,10,3,0.35,0.4564
fbis,10,3,0.40,0.3792
fbis,10,3,0.45,0.3026
fbis,10,3,0.50,0.2231
fbis,10,3,0.55,0.1628
fbis,10,3,0.60,0.1099
fbis,10,3,0.65,0.0682
fbis,10,3,0.70,0.0386
fbis,10,3,0.75,0.0204
fbis,10,3,0.80,0.0090
fbis,10,3,0.85,0.0049
fbis,10,3,0.90,0.0014
fbis,10,3,0.95,0.0010
fbis,10,3,average+1sigma,0.0370
fbis,10,3,average+2sigma,0.0245
fbis,10,3,average+3sigma,0.0175
fbis,10,3,average-1sigma,0.1234
fbis,10,3,average-2sigma,0.2097
fbis,10,3,average-3sigma,0.3287
fbis,10,3,average,0.0656
fbis,10,3,minimum,0.4860
fbis,10,5,0.05,0.1480
fbis,10,5,0.10,0.2685
fbis,10,5,0.15,0.3865
fbis,10,5,0.20,0.4688
fbis,10,5,0.25,0.5119
fbis,10,5,0.30,0.5078
fbis,10,5,0.35,0.4709
fbis,10,5,0.40,0.4048
fbis,10,5,0.45,0.3336
fbis,10,5,0.50,0.2590
fbis,10,5,0.55,0.1882
fbis,10,5,0.60,0.1286
fbis,10,5,0.65,0.0850
fbis,10,5,0.70,0.0489
fbis,10,5,0.75,0.0278
fbis,10,5,0.80,0.0147
fbis,10,5,0.85,0.0099
fbis,10,5,0.90,0.0040
fbis,10,5,0.95,0.0034
fbis,10,5,average+1sigma,0.0174
fbis,10,5,average+2sigma,0.0109
fbis,10,5,average+3sigma,0.0081
fbis,10,5,average-1sigma,0.0604
fbis,10,5,average-2sigma,0.1133
fbis,10,5,average-3sigma,0.2015
fbis,10,5,average,0.0287
fbis,10,5,minimum,0.4095
fbis,10,7,0.05,0.1457
fbis,10,7,0.10,0.2588
fbis,10,7,0.15,0.3724
fbis,10,7,0.20,0.4545
fbis,10,7,0.25,0.5013
fbis,10,7,0.30,0.5011
fbis,10,7,0.35,0.4721
fbis,10,7,0.40,0.4131
fbis,10,7,0.45,0.3411
fbis,10,7,0.50,0.2715
fbis,10,7,0.55,0.2049
fbis,10,7,0.60,0.1460
fbis,10,7,0.65,0.0976
fbis,10,7,0.70,0.0603
fbis,10,7,0.75,0.0366
fbis,10,7,0.80,0.0208
fbis,10,7,0.85,0.0136
fbis,10,7,0.90,0.0082
fbis,10,7,0.95,0.0076
fbis,10,7,average+1sigma,0.0129
fbis,10,7,average+2sigma,0.0066
fbis,10,7,average+3sigma,0.0044
fbis,10,7,average-1sigma,0.0427
fbis,10,7,average-2sigma,0.0883
fbis,10,7,average-3sigma,0.1707
fbis,10,7,average,0.0222
fbis,10,7,minimum,0.3708
fbis,10,9,0.05,0.1436
fbis,10,9,0.10,0.2532
fbis,10,9,0.15,0.3635
fbis,10,9,0.20,0.4409
fbis,10,9,0.25,0.4897
fbis,10,9,0.30,0.5007
fbis,10,9,0.35,0.4741
fbis,10,9,0.40,0.4205
fbis,10,9,0.45,0.3567
fbis,10,9,0.50,0.2866
fbis,10,9,0.55,0.2147
fbis,10,9,0.60,0.1512
fbis,10,9,0.65,0.1069
fbis,10,9,0.70,0.0693
fbis,10,9,0.75,0.0398
fbis,10,9,0.80,0.0220
fbis,10,9,0.85,0.0149
fbis,10,9,0.90,0.0090
fbis,10,9,0.95,0.0080
fbis,10,9,average+1sigma,0.0091
fbis,10,9,average+2sigma,0.0066
fbis,10,9,average+3sigma,0.0024
fbis,10,9,average-1sigma,0.0248
fbis,10,9,average-2sigma,0.0435
fbis,10,9,average-3sigma,0.0871
fbis,10,9,average,0.0136
fbis,10,9,minimum,0.2841
fbis,20,11,0.05,0.1216
fbis,20,11,0.10,0.2073
fbis,20,11,0.15,0.3067
fbis,20,11,0.20,0.3914
fbis,20,11,0.25,0.4563
fbis,20,11,0.30,0.4931
fbis,20,11,0.35,0.5049
fbis,20,11,0.40,0.4785
fbis,20,11,0.45,0.4290
fbis,20,11,0.50,0.3665
fbis,20,11,0.55,0.2948
fbis,20,11,0.60,0.2262
fbis,20,11,0.65,0.1639
fbis,20,11,0.70,0.1043
fbis,20,11,0.75,0.0608
fbis,20,11,0.80,0.0355
fbis,20,11,0.85,0.0180
fbis,20,11,0.90,0.0073
fbis,20,11,0.95,0.0053
fbis,20,11,average+1sigma,0.0364
fbis,20,11,average+2sigma,0.0231
fbis,20,11,average+3sigma,0.0174
fbis,20,11,average-1sigma,0.0910
fbis,20,11,average-2sigma,0.1419
fbis,20,11,average-3sigma,0.2141
fbis,20,11,average,0.0586
fbis,20,11,minimum,0.5031
fbis,20,13,0.05,0.1196
fbis,20,13,0.10,0.2024
fbis,20,13,0.15,0.3010
fbis,20,13,0.20,0.3845
fbis,20,13,0.25,0.4520
fbis,20,13,0.30,0.4929
fbis,20,13,0.35,0.5064
fbis,20,13,0.40,0.4836
fbis,20,13,0.45,0.4337
fbis,20,13,0.50,0.3816
fbis,20,13,0.55,0.3107
fbis,20,13,0.60,0.2365
fbis,20,13,0.65,0.1695
fbis,20,13,0.70,0.1110
fbis,20,13,0.75,0.0657
fbis,20,13,0.80,0.0388
fbis,20,13,0.85,0.0198
fbis,20,13,0.90,0.0090
fbis,20,13,0.95,0.0075
fbis,20,13,average+1sigma,0.0218
fbis,20,13,average+2sigma,0.0143
fbis,20,13,average+3sigma,0.0115
fbis,20,13,average-1sigma,0.0625
fbis,20,13,average-2sigma,0.0983
fbis,20,13,average-3sigma,0.1430
fbis,20,13,average,0.0379
fbis,20,13,minimum,0.4857
fbis,20,15,0.05,0.1190
fbis,20,15,0.10,0.1997
fbis,20,15,0.15,0.2968
fbis,20,15,0.20,0.3794
fbis,20,15,0.25,0.4480
fbis,20,15,0.30,0.4876
fbis,20,15,0.35,0.5016
fbis,20,15,0.40,0.4803
fbis,20,15,0.45,0.4412
fbis,20,15,0.50,0.3842
fbis,20,15,0.55,0.3176
fbis,20,15,0.60,0.2442
fbis,20,15,0.65,0.1790
fbis,20,15,0.70,0.1184
fbis,20,15,0.75,0.0738
fbis,20,15,0.80,0.0435
fbis,20,15,0.85,0.0264
fbis,20,15,0.90,0.0141
fbis,20,15,0.95,0.0126
fbis,20,15,average+1sigma,0.0228
fbis,20,15,average+2sigma,0.0174
fbis,20,15,average+3sigma,0.0149
fbis,20,15,average-1sigma,0.0497
fbis,20,15,average-2sigma,0.0752
fbis,20,15,average-3sigma,0.1172
fbis,20,15,average,0.0327
fbis,20,15,minimum,0.4564
fbis,20,17,0.05,0.1186
fbis,20,17,0.10,0.1980
fbis,20,17,0.15,0.2946
fbis,20,17,0.20,0.3782
fbis,20,17,0.25,0.4456
fbis,20,17,0.30,0.4848
fbis,20,17,0.35,0.5012
fbis,20,17,0.40,0.4813
fbis,20,17,0.45,0.4391
fbis,20,17,0.50,0.3768
fbis,20,17,0.55,0.3113
fbis,20,17,0.60,0.2414
fbis,20,17,0.65,0.1729
fbis,20,17,0.70,0.1178
fbis,20,17,0.75,0.0654
fbis,20,17,0.80,0.0405
fbis,20,17,0.85,0.0253
fbis,20,17,0.90,0.0137
fbis,20,17,0.95,0.0112
fbis,20,17,average+1sigma,0.0255
fbis,20,17,average+2sigma,0.0197
fbis,20,17,average+3sigma,0.0165
fbis,20,17,average-1sigma,0.0427
fbis,20,17,average-2sigma,0.0631
fbis,20,17,average-3sigma,0.0951
fbis,20,17,average,0.0311
fbis,20,17,minimum,0.4649
fbis,20,19,0.05,0.1183
fbis,20,19,0.10,0.1974
fbis,20,19,0.15,0.2921
fbis,20,19,0.20,0.3733
fbis,20,19,0.25,0.4362
fbis,20,19,0.30,0.4765
fbis,20,19,0.35,0.4928
fbis,20,19,0.40,0.4771
fbis,20,19,0.45,0.4374
fbis,20,19,0.50,0.3834
fbis,20,19,0.55,0.3150
fbis,20,19,0.60,0.2488
fbis,20,19,0.65,0.1821
fbis,20,19,0.70,0.1219
fbis,20,19,0.75,0.0722
fbis,20,19,0.80,0.0437
fbis,20,19,0.85,0.0270
fbis,20,19,0.90,0.0155
fbis,20,19,0.95,0.0142
fbis,20,19,average+1sigma,0.0237
fbis,20,19,average+2sigma,0.0201
fbis,20,19,average+3sigma,0.0156
fbis,20,19,average-1sigma,0.0427
fbis,20,19,average-2sigma,0.0596
fbis,20,19,average-3sigma,0.0923
fbis,20,19,average,0.0298
fbis,20,19,minimum,0.4658
fbis,20,1,0.05,0.1366
fbis,20,1,0.10,0.2639
fbis,20,1,0.15,0.3976
fbis,20,1,0.20,0.4920
fbis,20,1,0.25,0.5219
fbis,20,1,0.30,0.4982
fbis,20,1,0.35,0.4388
fbis,20,1,0.40,0.3533
fbis,20,1,0.45,0.2672
fbis,20,1,0.50,0.1908
fbis,20,1,0.55,0.1304
fbis,20,1,0.60,0.0805
fbis,20,1,0.65,0.0507
fbis,20,1,0.70,0.0239
fbis,20,1,0.75,0.0083
fbis,20,1,0.80,0.0013
fbis,20,1,0.85,0.0000
fbis,20,1,0.90,0.0000
fbis,20,1,0.95,0.0000
fbis,20,1,average+1sigma,0.2510
fbis,20,1,average+2sigma,0.2084
fbis,20,1,average+3sigma,0.1745
fbis,20,1,average-1sigma,0.3726
fbis,20,1,average-2sigma,0.4325
fbis,20,1,average-3sigma,0.4748
fbis,20,1,average,0.3126
fbis,20,1,minimum,0.5014
fbis,20,3,0.05,0.1295
fbis,20,3,0.10,0.2382
fbis,20,3,0.15,0.3551
fbis,20,3,0.20,0.4487
fbis,20,3,0.25,0.5093
fbis,20,3,0.30,0.5287
fbis,20,3,0.35,0.5056
fbis,20,3,0.40,0.4432
fbis,20,3,0.45,0.3598
fbis,20,3,0.50,0.2817
fbis,20,3,0.55,0.2108
fbis,20,3,0.60,0.1501
fbis,20,3,0.65,0.0910
fbis,20,3,0.70,0.0499
fbis,20,3,0.75,0.0266
fbis,20,3,0.80,0.0115
fbis,20,3,0.85,0.0034
fbis,20,3,0.90,0.0005
fbis,20,3,0.95,0.0001
fbis,20,3,average+1sigma,0.1431
fbis,20,3,average+2sigma,0.1116
fbis,20,3,average+3sigma,0.0884
fbis,20,3,average-1sigma,0.2527
fbis,20,3,average-2sigma,0.3308
fbis,20,3,average-3sigma,0.3985
fbis,20,3,average,0.1870
fbis,20,3,minimum,0.5345
fbis,20,5,0.05,0.1258
fbis,20,5,0.10,0.2265
fbis,20,5,0.15,0.3385
fbis,20,5,0.20,0.4317
fbis,20,5,0.25,0.4958
fbis,20,5,0.30,0.5263
fbis,20,5,0.35,0.5139
fbis,20,5,0.40,0.4672
fbis,20,5,0.45,0.3995
fbis,20,5,0.50,0.3220
fbis,20,5,0.55,0.2519
fbis,20,5,0.60,0.1793
fbis,20,5,0.65,0.1189
fbis,20,5,0.70,0.0710
fbis,20,5,0.75,0.0425
fbis,20,5,0.80,0.0209
fbis,20,5,0.85,0.0084
fbis,20,5,0.90,0.0016
fbis,20,5,0.95,0.0009
fbis,20,5,average+1sigma,0.1024
fbis,20,5,average+2sigma,0.0747
fbis,20,5,average+3sigma,0.0549
fbis,20,5,average-1sigma,0.1850
fbis,20,5,average-2sigma,0.2492
fbis,20,5,average-3sigma,0.3208
fbis,20,5,average,0.1351
fbis,20,5,minimum,0.5344
fbis,20,7,0.05,0.1238
fbis,20,7,0.10,0.2171
fbis,20,7,0.15,0.3242
fbis,20,7,0.20,0.4103
fbis,20,7,0.25,0.4758
fbis,20,7,0.30,0.5088
fbis,20,7,0.35,0.5124
fbis,20,7,0.40,0.4744
fbis,20,7,0.45,0.4118
fbis,20,7,0.50,0.3399
fbis,20,7,0.55,0.2670
fbis,20,7,0.60,0.1954
fbis,20,7,0.65,0.1344
fbis,20,7,0.70,0.0848
fbis,20,7,0.75,0.0493
fbis,20,7,0.80,0.0264
fbis,20,7,0.85,0.0124
fbis,20,7,0.90,0.0046
fbis,20,7,0.95,0.0032
fbis,20,7,average+1sigma,0.0638
fbis,20,7,average+2sigma,0.0452
fbis,20,7,average+3sigma,0.0370
fbis,20,7,average-1sigma,0.1302
fbis,20,7,average-2sigma,0.1892
fbis,20,7,average-3sigma,0.2646
fbis,20,7,average,0.0911
fbis,20,7,minimum,0.5202
fbis,20,9,0.05,0.1220
fbis,20,9,0.10,0.2098
fbis,20,9,0.15,0.3120
fbis,20,9,0.20,0.4003
fbis,20,9,0.25,0.4651
fbis,20,9,0.30,0.4994
fbis,20,9,0.35,0.5046
fbis,20,9,0.40,0.4770
fbis,20,9,0.45,0.4239
fbis,20,9,0.50,0.3568
fbis,20,9,0.55,0.2921
fbis,20,9,0.60,0.2200
fbis,20,9,0.65,0.1583
fbis,20,9,0.70,0.1020
fbis,20,9,0.75,0.0597
fbis,20,9,0.80,0.0311
fbis,20,9,0.85,0.0168
fbis,20,9,0.90,0.0073
fbis,20,9,0.95,0.0056
fbis,20,9,average+1sigma,0.0521
fbis,20,9,average+2sigma,0.0359
fbis,20,9,average+3sigma,0.0271
fbis,20,9,average-1sigma,0.1083
fbis,20,9,average-2sigma,0.1568
fbis,20,9,average-3sigma,0.2096
fbis,20,9,average,0.0772
fbis,20,9,minimum,0.5078
fbis,30,11,0.05,0.1074
fbis,30,11,0.10,0.1790
fbis,30,11,0.15,0.2686
fbis,30,11,0.20,0.3519
fbis,30,11,0.25,0.4185
fbis,30,11,0.30,0.4653
fbis,30,11,0.35,0.4893
fbis,30,11,0.40,0.4857
fbis,30,11,0.45,0.4440
fbis,30,11,0.50,0.3924
fbis,30,11,0.55,0.3300
fbis,30,11,0.60,0.2633
fbis,30,11,0.65,0.1881
fbis,30,11,0.70,0.1206
fbis,30,11,0.75,0.0790
fbis,30,11,0.80,0.0423
fbis,30,11,0.85,0.0191
fbis,30,11,0.90,0.0056
fbis,30,11,0.95,0.0041
fbis,30,11,average+1sigma,0.0847
fbis,30,11,average+2sigma,0.0704
fbis,30,11,average+3sigma,0.0563
fbis,30,11,average-1sigma,0.1439
fbis,30,11,average-2sigma,0.1880
fbis,30,11,average-3sigma,0.2353
fbis,30,11,average,0.1101
fbis,30,11,minimum,0.5019
fbis,30,13,0.05,0.1063
fbis,30,13,0.10,0.1762
fbis,30,13,0.15,0.2651
fbis,30,13,0.20,0.3477
fbis,30,13,0.25,0.4129
fbis,30,13,0.30,0.4581
fbis,30,13,0.35,0.4872
fbis,30,13,0.40,0.4818
fbis,30,13,0.45,0.4525
fbis,30,13,0.50,0.3962
fbis,30,13,0.55,0.3441
fbis,30,13,0.60,0.2692
fbis,30,13,0.65,0.1958
fbis,30,13,0.70,0.1301
fbis,30,13,0.75,0.0866
fbis,30,13,0.80,0.0475
fbis,30,13,0.85,0.0237
fbis,30,13,0.90,0.0098
fbis,30,13,0.95,0.0071
fbis,30,13,average+1sigma,0.0748
fbis,30,13,average+2sigma,0.0586
fbis,30,13,average+3sigma,0.0499
fbis,30,13,average-1sigma,0.1195
fbis,30,13,average-2sigma,0.1596
fbis,30,13,average-3sigma,0.2027
fbis,30,13,average,0.0930
fbis,30,13,minimum,0.4984
fbis,30,15,0.05,0.1059
fbis,30,15,0.10,0.1751
fbis,30,15,0.15,0.2626
fbis,30,15,0.20,0.3426
fbis,30,15,0.25,0.4086
fbis,30,15,0.30,0.4561
fbis,30,15,0.35,0.4888
fbis,30,15,0.40,0.4852
fbis,30,15,0.45,0.4595
fbis,30,15,0.50,0.4070
fbis,30,15,0.55,0.3517
fbis,30,15,0.60,0.2830
fbis,30,15,0.65,0.2089
fbis,30,15,0.70,0.1364
fbis,30,15,0.75,0.0816
fbis,30,15,0.80,0.0435
fbis,30,15,0.85,0.0229
fbis,30,15,0.90,0.0087
fbis,30,15,0.95,0.0056
fbis,30,15,average+1sigma,0.0542
fbis,30,15,average+2sigma,0.0411
fbis,30,15,average+3sigma,0.0327
fbis,30,15,average-1sigma,0.0989
fbis,30,15,average-2sigma,0.1358
fbis,30,15,average-3sigma,0.1795
fbis,30,15,average,0.0719
fbis,30,15,minimum,0.4967
fbis,30,17,0.05,0.1056
fbis,30,17,0.10,0.1734
fbis,30,17,0.15,0.2589
fbis,30,17,0.20,0.3396
fbis,30,17,0.25,0.4072
fbis,30,17,0.30,0.4561
fbis,30,17,0.35,0.4862
fbis,30,17,0.40,0.4810
fbis,30,17,0.45,0.4531
fbis,30,17,0.50,0.4015
fbis,30,17,0.55,0.3451
fbis,30,17,0.60,0.2787
fbis,30,17,0.65,0.2044
fbis,30,17,0.70,0.1332
fbis,30,17,0.75,0.0813
fbis,30,17,0.80,0.0480
fbis,30,17,0.85,0.0281
fbis,30,17,0.90,0.0107
fbis,30,17,0.95,0.0080
fbis,30,17,average+1sigma,0.0449
fbis,30,17,average+2sigma,0.0330
fbis,30,17,average+3sigma,0.0233
fbis,30,17,average-1sigma,0.0917
fbis,30,17,average-2sigma,0.1326
fbis,30,17,average-3sigma,0.1883
fbis,30,17,average,0.0609
fbis,30,17,minimum,0.4969
fbis,30,19,0.05,0.1049
fbis,30,19,0.10,0.1702
fbis,30,19,0.15,0.2532
fbis,30,19,0.20,0.3314
fbis,30,19,0.25,0.3984
fbis,30,19,0.30,0.4492
fbis,30,19,0.35,0.4803
fbis,30,19,0.40,0.4838
fbis,30,19,0.45,0.4585
fbis,30,19,0.50,0.4149
fbis,30,19,0.55,0.3602
fbis,30,19,0.60,0.2926
fbis,30,19,0.65,0.2216
fbis,30,19,0.70,0.1536
fbis,30,19,0.75,0.0980
fbis,30,19,0.80,0.0565
fbis,30,19,0.85,0.0342
fbis,30,19,0.90,0.0168
fbis,30,19,0.95,0.0142
fbis,30,19,average+1sigma,0.0455
fbis,30,19,average+2sigma,0.0371
fbis,30,19,average+3sigma,0.0308
fbis,30,19,average-1sigma,0.0795
fbis,30,19,average-2sigma,0.1084
fbis,30,19,average-3sigma,0.1362
fbis,30,19,average,0.0610
fbis,30,19,minimum,0.4927
fbis,30,1,0.05,0.1207
fbis,30,1,0.10,0.2331
fbis,30,1,0.15,0.3593
fbis,30,1,0.20,0.4611
fbis,30,1,0.25,0.4983
fbis,30,1,0.30,0.4952
fbis,30,1,0.35,0.4391
fbis,30,1,0.40,0.3674
fbis,30,1,0.45,0.2791
fbis,30,1,0.50,0.2011
fbis,30,1,0.55,0.1394
fbis,30,1,0.60,0.0959
fbis,30,1,0.65,0.0585
fbis,30,1,0.70,0.0310
fbis,30,1,0.75,0.0097
fbis,30,1,0.80,0.0010
fbis,30,1,0.85,0.0000
fbis,30,1,0.90,0.0000
fbis,30,1,0.95,0.0000
fbis,30,1,average+1sigma,0.3319
fbis,30,1,average+2sigma,0.2995
fbis,30,1,average+3sigma,0.2642
fbis,30,1,average-1sigma,0.4003
fbis,30,1,average-2sigma,0.4325
fbis,30,1,average-3sigma,0.4605
fbis,30,1,average,0.3662
fbis,30,1,minimum,0.4308
fbis,30,3,0.05,0.1137
fbis,30,3,0.10,0.2058
fbis,30,3,0.15,0.3141
fbis,30,3,0.20,0.4088
fbis,30,3,0.25,0.4771
fbis,30,3,0.30,0.5139
fbis,30,3,0.35,0.5061
fbis,30,3,0.40,0.4589
fbis,30,3,0.45,0.3789
fbis,30,3,0.50,0.3082
fbis,30,3,0.55,0.2365
fbis,30,3,0.60,0.1708
fbis,30,3,0.65,0.1123
fbis,30,3,0.70,0.0627
fbis,30,3,0.75,0.0362
fbis,30,3,0.80,0.0150
fbis,30,3,0.85,0.0054
fbis,30,3,0.90,0.0006
fbis,30,3,0.95,0.0000
fbis,30,3,average+1sigma,0.2360
fbis,30,3,average+2sigma,0.2040
fbis,30,3,average+3sigma,0.1796
fbis,30,3,average-1sigma,0.3109
fbis,30,3,average-2sigma,0.3524
fbis,30,3,average-3sigma,0.3911
fbis,30,3,average,0.2713
fbis,30,3,minimum,0.4890
fbis,30,5,0.05,0.1117
fbis,30,5,0.10,0.1979
fbis,30,5,0.15,0.3008
fbis,30,5,0.20,0.3904
fbis,30,5,0.25,0.4554
fbis,30,5,0.30,0.4941
fbis,30,5,0.35,0.4999
fbis,30,5,0.40,0.4735
fbis,30,5,0.45,0.4112
fbis,30,5,0.50,0.3401
fbis,30,5,0.55,0.2789
fbis,30,5,0.60,0.2103
fbis,30,5,0.65,0.1451
fbis,30,5,0.70,0.0897
fbis,30,5,0.75,0.0502
fbis,30,5,0.80,0.0256
fbis,30,5,0.85,0.0118
fbis,30,5,0.90,0.0013
fbis,30,5,0.95,0.0002
fbis,30,5,average+1sigma,0.1830
fbis,30,5,average+2sigma,0.1516
fbis,30,5,average+3sigma,0.1244
fbis,30,5,average-1sigma,0.2601
fbis,30,5,average-2sigma,0.3056
fbis,30,5,average-3sigma,0.3517
fbis,30,5,average,0.2157
fbis,30,5,minimum,0.4944
fbis,30,7,0.05,0.1103
fbis,30,7,0.10,0.1924
fbis,30,7,0.15,0.2896
fbis,30,7,0.20,0.3753
fbis,30,7,0.25,0.4407
fbis,30,7,0.30,0.4860
fbis,30,7,0.35,0.5016
fbis,30,7,0.40,0.4787
fbis,30,7,0.45,0.4259
fbis,30,7,0.50,0.3626
fbis,30,7,0.55,0.3045
fbis,30,7,0.60,0.2365
fbis,30,7,0.65,0.1647
fbis,30,7,0.70,0.1062
fbis,30,7,0.75,0.0648
fbis,30,7,0.80,0.0328
fbis,30,7,0.85,0.0154
fbis,30,7,0.90,0.0027
fbis,30,7,0.95,0.0016
fbis,30,7,average+1sigma,0.1440
fbis,30,7,average+2sigma,0.1151
fbis,30,7,average+3sigma,0.1011
fbis,30,7,average-1sigma,0.2127
fbis,30,7,average-2sigma,0.2556
fbis,30,7,average-3sigma,0.3013
fbis,30,7,average,0.1747
fbis,30,7,minimum,0.4914
fbis,30,9,0.05,0.1085
fbis,30,9,0.10,0.1839
fbis,30,9,0.15,0.2776
fbis,30,9,0.20,0.3631
fbis,30,9,0.25,0.4336
fbis,30,9,0.30,0.4802
fbis,30,9,0.35,0.5008
fbis,30,9,0.40,0.4805
fbis,30,9,0.45,0.4342
fbis,30,9,0.50,0.3680
fbis,30,9,0.55,0.3152
fbis,30,9,0.60,0.2488
fbis,30,9,0.65,0.1741
fbis,30,9,0.70,0.1113
fbis,30,9,0.75,0.0732
fbis,30,9,0.80,0.0350
fbis,30,9,0.85,0.0174
fbis,30,9,0.90,0.0044
fbis,30,9,0.95,0.0030
fbis,30,9,average+1sigma,0.1127
fbis,30,9,average+2sigma,0.0920
fbis,30,9,average+3sigma,0.0739
fbis,30,9,average-1sigma,0.1797
fbis,30,9,average-2sigma,0.2209
fbis,30,9,average-3sigma,0.2644
fbis,30,9,average,0.1407
fbis,30,9,minimum,0.5047
fbis,5,11,0.05,0.1809
fbis,5,11,0.10,0.3164
