Text Collection,Classifier (NB/EM),# of Positive Labeled Documents,α,λ,# of iterations (m),Weight of Unlabeled Documents in EM,F1 Score,Standard Deviation,Negative Precision
tr21,NB,5,0.99,0.8,3,0.1,0.0454,0.0672,0.8910
tr21,NB,10,0.99,0.6,1,0.1,0.0831,0.0849,0.9448
tr21,NB,10,0.99,0.6,2,0.1,0.0456,0.0616,0.8448
tr21,NB,10,0.99,0.6,3,0.1,0.0249,0.0447,0.8242
tr21,NB,10,0.99,0.7,1,0.1,0.0931,0.0695,0.9114
tr21,NB,10,0.99,0.7,2,0.1,0.0937,0.0719,0.9530
tr21,NB,10,0.99,0.7,3,0.1,0.0890,0.0898,0.8744
tr21,NB,10,0.99,0.8,1,0.1,0.2632,0.2771,NaN
tr21,NB,10,0.99,0.8,2,0.1,0.0489,0.0746,0.8059
tr21,NB,10,0.99,0.8,3,0.1,0.0304,0.0558,0.8342
tr21,NB,20,0.99,0.6,1,0.1,0.0934,0.0931,0.9466
tr21,NB,20,0.99,0.6,2,0.1,0.0910,0.0641,0.8563
tr21,NB,20,0.99,0.6,3,0.1,0.0683,0.0572,0.8125
tr21,NB,20,0.99,0.7,1,0.1,0.1622,0.2221,NaN
tr21,NB,20,0.99,0.7,2,0.1,0.1066,0.0776,0.9448
tr21,NB,20,0.99,0.7,3,0.1,0.0855,0.0547,0.8650
tr21,NB,20,0.99,0.8,1,0.1,0.2814,0.2891,NaN
tr21,NB,20,0.99,0.8,2,0.1,0.0545,0.0650,0.7771
tr21,NB,20,0.99,0.8,3,0.1,0.0212,0.0357,0.7626
tr21,NB,30,0.99,0.6,1,0.1,0.0847,0.0940,0.9663
tr21,NB,30,0.99,0.6,2,0.1,0.0702,0.0727,0.8768
tr21,NB,30,0.99,0.6,3,0.1,0.0661,0.0620,0.8457
tr21,NB,30,0.99,0.7,1,0.1,0.1504,0.2602,NaN
tr21,NB,30,0.99,0.7,2,0.1,0.0801,0.0927,0.9466
tr21,NB,30,0.99,0.7,3,0.1,0.0319,0.0554,0.8179
tr21,NB,30,0.99,0.8,1,0.1,0.2344,0.3120,NaN
tr21,NB,30,0.99,0.8,2,0.1,0.0376,0.0609,0.8118
tr21,NB,30,0.99,0.8,3,0.1,0.0221,0.0394,0.7837
SyskillWebert,EM,1,0.99,0.6,1,0.1,0.1843,0.2007,0.7587
SyskillWebert,EM,1,0.99,0.6,1,0.3,0.1879,0.1966,0.7587
SyskillWebert,EM,1,0.99,0.6,1,0.5,0.1989,0.1899,0.7587
SyskillWebert,EM,1,0.99,0.6,1,0.7,0.2062,0.1860,0.7587
SyskillWebert,EM,1,0.99,0.6,1,0.9,0.2173,0.1937,0.7587
SyskillWebert,EM,1,0.99,0.6,2,0.1,0.2057,0.1980,0.7627
SyskillWebert,EM,1,0.99,0.6,2,0.3,0.2114,0.1971,0.7627
SyskillWebert,EM,1,0.99,0.6,2,0.5,0.2135,0.1969,0.7627
SyskillWebert,EM,1,0.99,0.6,2,0.7,0.2172,0.1953,0.7627
SyskillWebert,EM,1,0.99,0.6,2,0.9,0.2218,0.1920,0.7627
SyskillWebert,EM,1,0.99,0.6,3,0.1,0.2015,0.2001,0.7642
SyskillWebert,EM,1,0.99,0.6,3,0.3,0.2033,0.1988,0.7642
SyskillWebert,EM,1,0.99,0.6,3,0.5,0.2042,0.1981,0.7642
SyskillWebert,EM,1,0.99,0.6,3,0.7,0.2045,0.1972,0.7642
SyskillWebert,EM,1,0.99,0.6,3,0.9,0.2047,0.1959,0.7642
SyskillWebert,EM,1,0.99,0.7,1,0.1,0.1850,0.1998,0.7567
SyskillWebert,EM,1,0.99,0.7,1,0.3,0.1853,0.1964,0.7567
SyskillWebert,EM,1,0.99,0.7,1,0.5,0.1910,0.1874,0.7567
SyskillWebert,EM,1,0.99,0.7,1,0.7,0.1961,0.1816,0.7567
SyskillWebert,EM,1,0.99,0.7,1,0.9,0.2006,0.1797,0.7567
SyskillWebert,EM,1,0.99,0.7,2,0.1,0.2087,0.2042,0.7636
SyskillWebert,EM,1,0.99,0.7,2,0.3,0.2110,0.2053,0.7636
SyskillWebert,EM,1,0.99,0.7,2,0.5,0.2128,0.2045,0.7636
SyskillWebert,EM,1,0.99,0.7,2,0.7,0.2155,0.2024,0.7636
SyskillWebert,EM,1,0.99,0.7,2,0.9,0.2203,0.1999,0.7636
SyskillWebert,EM,1,0.99,0.7,3,0.1,0.2132,0.1918,0.7646
SyskillWebert,EM,1,0.99,0.7,3,0.3,0.2163,0.1924,0.7646
SyskillWebert,EM,1,0.99,0.7,3,0.5,0.2160,0.1911,0.7646
SyskillWebert,EM,1,0.99,0.7,3,0.7,0.2181,0.1898,0.7646
SyskillWebert,EM,1,0.99,0.7,3,0.9,0.2192,0.1891,0.7646
SyskillWebert,EM,1,0.99,0.8,1,0.1,0.1855,0.1965,0.7551
SyskillWebert,EM,1,0.99,0.8,1,0.3,0.1910,0.1910,0.7551
SyskillWebert,EM,1,0.99,0.8,1,0.5,0.1957,0.1803,0.7551
SyskillWebert,EM,1,0.99,0.8,1,0.7,0.1988,0.1796,0.7551
SyskillWebert,EM,1,0.99,0.8,1,0.9,0.2025,0.1773,0.7551
SyskillWebert,EM,1,0.99,0.8,2,0.1,0.2088,0.1979,0.7610
SyskillWebert,EM,1,0.99,0.8,2,0.3,0.2101,0.2008,0.7610
SyskillWebert,EM,1,0.99,0.8,2,0.5,0.2161,0.1993,0.7610
SyskillWebert,EM,1,0.99,0.8,2,0.7,0.2180,0.1990,0.7610
SyskillWebert,EM,1,0.99,0.8,2,0.9,0.2191,0.1970,0.7610
SyskillWebert,EM,1,0.99,0.8,3,0.1,0.2192,0.1979,0.7665
SyskillWebert,EM,1,0.99,0.8,3,0.3,0.2194,0.1983,0.7665
SyskillWebert,EM,1,0.99,0.8,3,0.5,0.2205,0.1970,0.7665
SyskillWebert,EM,1,0.99,0.8,3,0.7,0.2223,0.1960,0.7665
SyskillWebert,EM,1,0.99,0.8,3,0.9,0.2239,0.1949,0.7665
SyskillWebert,EM,5,0.99,0.6,1,0.1,0.2284,0.1881,0.7702
SyskillWebert,EM,5,0.99,0.6,1,0.3,0.2320,0.1858,0.7702
SyskillWebert,EM,5,0.99,0.6,1,0.5,0.2337,0.1825,0.7702
SyskillWebert,EM,5,0.99,0.6,1,0.7,0.2388,0.1793,0.7702
SyskillWebert,EM,5,0.99,0.6,1,0.9,0.2402,0.1783,0.7702
SyskillWebert,EM,5,0.99,0.6,2,0.1,0.2294,0.1823,0.7735
SyskillWebert,EM,5,0.99,0.6,2,0.3,0.2323,0.1801,0.7735
SyskillWebert,EM,5,0.99,0.6,2,0.5,0.2335,0.1774,0.7735
SyskillWebert,EM,5,0.99,0.6,2,0.7,0.2364,0.1762,0.7735
SyskillWebert,EM,5,0.99,0.6,2,0.9,0.2378,0.1747,0.7735
SyskillWebert,EM,5,0.99,0.6,3,0.1,0.2332,0.1829,0.7763
SyskillWebert,EM,5,0.99,0.6,3,0.3,0.2375,0.1839,0.7763
SyskillWebert,EM,5,0.99,0.6,3,0.5,0.2407,0.1841,0.7763
SyskillWebert,EM,5,0.99,0.6,3,0.7,0.2461,0.1855,0.7763
SyskillWebert,EM,5,0.99,0.6,3,0.9,0.2471,0.1852,0.7763
SyskillWebert,EM,5,0.99,0.7,1,0.1,0.2268,0.1877,0.7705
SyskillWebert,EM,5,0.99,0.7,1,0.3,0.2322,0.1844,0.7705
SyskillWebert,EM,5,0.99,0.7,1,0.5,0.2367,0.1785,0.7705
SyskillWebert,EM,5,0.99,0.7,1,0.7,0.2411,0.1733,0.7705
SyskillWebert,EM,5,0.99,0.7,1,0.9,0.2425,0.1724,0.7705
SyskillWebert,EM,5,0.99,0.7,2,0.1,0.2364,0.1820,0.7726
SyskillWebert,EM,5,0.99,0.7,2,0.3,0.2375,0.1811,0.7726
SyskillWebert,EM,5,0.99,0.7,2,0.5,0.2387,0.1786,0.7726
SyskillWebert,EM,5,0.99,0.7,2,0.7,0.2411,0.1770,0.7726
SyskillWebert,EM,5,0.99,0.7,2,0.9,0.2419,0.1758,0.7726
SyskillWebert,EM,5,0.99,0.7,3,0.1,0.2411,0.1780,0.7742
SyskillWebert,EM,5,0.99,0.7,3,0.3,0.2429,0.1773,0.7742
SyskillWebert,EM,5,0.99,0.7,3,0.5,0.2454,0.1754,0.7742
SyskillWebert,EM,5,0.99,0.7,3,0.7,0.2467,0.1748,0.7742
SyskillWebert,EM,5,0.99,0.7,3,0.9,0.2469,0.1739,0.7742
SyskillWebert,EM,5,0.99,0.8,1,0.1,0.2234,0.1846,0.7687
SyskillWebert,EM,5,0.99,0.8,1,0.3,0.2290,0.1799,0.7687
SyskillWebert,EM,5,0.99,0.8,1,0.5,0.2337,0.1753,0.7687
SyskillWebert,EM,5,0.99,0.8,1,0.7,0.2377,0.1727,0.7687
SyskillWebert,EM,5,0.99,0.8,1,0.9,0.2387,0.1724,0.7687
SyskillWebert,EM,5,0.99,0.8,2,0.1,0.2386,0.1800,0.7727
SyskillWebert,EM,5,0.99,0.8,2,0.3,0.2399,0.1795,0.7727
SyskillWebert,EM,5,0.99,0.8,2,0.5,0.2407,0.1770,0.7727
SyskillWebert,EM,5,0.99,0.8,2,0.7,0.2408,0.1753,0.7727
SyskillWebert,EM,5,0.99,0.8,2,0.9,0.2398,0.1735,0.7727
SyskillWebert,EM,5,0.99,0.8,3,0.1,0.2401,0.1783,0.7739
SyskillWebert,EM,5,0.99,0.8,3,0.3,0.2420,0.1781,0.7739
SyskillWebert,EM,5,0.99,0.8,3,0.5,0.2424,0.1761,0.7739
SyskillWebert,EM,5,0.99,0.8,3,0.7,0.2415,0.1750,0.7739
SyskillWebert,EM,5,0.99,0.8,3,0.9,0.2416,0.1746,0.7739
SyskillWebert,EM,10,0.99,0.6,1,0.1,0.2563,0.1737,0.7897
SyskillWebert,EM,10,0.99,0.6,1,0.3,0.2576,0.1719,0.7897
SyskillWebert,EM,10,0.99,0.6,1,0.5,0.2623,0.1684,0.7897
SyskillWebert,EM,10,0.99,0.6,1,0.7,0.2637,0.1672,0.7897
SyskillWebert,EM,10,0.99,0.6,1,0.9,0.2645,0.1661,0.7897
SyskillWebert,EM,10,0.99,0.6,2,0.1,0.2733,0.1801,0.8001
SyskillWebert,EM,10,0.99,0.6,2,0.3,0.2792,0.1772,0.8001
SyskillWebert,EM,10,0.99,0.6,2,0.5,0.2829,0.1778,0.8001
SyskillWebert,EM,10,0.99,0.6,2,0.7,0.2828,0.1762,0.8001
SyskillWebert,EM,10,0.99,0.6,2,0.9,0.2846,0.1762,0.8001
SyskillWebert,EM,10,0.99,0.6,3,0.1,0.2999,0.2006,0.8115
SyskillWebert,EM,10,0.99,0.6,3,0.3,0.3039,0.2009,0.8115
SyskillWebert,EM,10,0.99,0.6,3,0.5,0.3063,0.2000,0.8115
SyskillWebert,EM,10,0.99,0.6,3,0.7,0.3070,0.1989,0.8115
SyskillWebert,EM,10,0.99,0.6,3,0.9,0.3068,0.1980,0.8115
SyskillWebert,EM,10,0.99,0.7,1,0.1,0.2631,0.1733,0.7905
SyskillWebert,EM,10,0.99,0.7,1,0.3,0.2674,0.1703,0.7905
SyskillWebert,EM,10,0.99,0.7,1,0.5,0.2696,0.1657,0.7905
SyskillWebert,EM,10,0.99,0.7,1,0.7,0.2720,0.1623,0.7905
SyskillWebert,EM,10,0.99,0.7,1,0.9,0.2737,0.1614,0.7905
SyskillWebert,EM,10,0.99,0.7,2,0.1,0.2798,0.1810,0.7984
SyskillWebert,EM,10,0.99,0.7,2,0.3,0.2832,0.1801,0.7984
SyskillWebert,EM,10,0.99,0.7,2,0.5,0.2845,0.1777,0.7984
SyskillWebert,EM,10,0.99,0.7,2,0.7,0.2869,0.1767,0.7984
SyskillWebert,EM,10,0.99,0.7,2,0.9,0.2893,0.1757,0.7984
SyskillWebert,EM,10,0.99,0.7,3,0.1,0.2967,0.1884,0.8067
SyskillWebert,EM,10,0.99,0.7,3,0.3,0.2983,0.1875,0.8067
SyskillWebert,EM,10,0.99,0.7,3,0.5,0.3005,0.1858,0.8067
SyskillWebert,EM,10,0.99,0.7,3,0.7,0.3022,0.1853,0.8067
SyskillWebert,EM,10,0.99,0.7,3,0.9,0.3018,0.1844,0.8067
SyskillWebert,EM,10,0.99,0.8,1,0.1,0.2655,0.1676,0.7895
SyskillWebert,EM,10,0.99,0.8,1,0.3,0.2663,0.1661,0.7895
SyskillWebert,EM,10,0.99,0.8,1,0.5,0.2678,0.1630,0.7895
SyskillWebert,EM,10,0.99,0.8,1,0.7,0.2725,0.1620,0.7895
SyskillWebert,EM,10,0.99,0.8,1,0.9,0.2734,0.1617,0.7895
SyskillWebert,EM,10,0.99,0.8,2,0.1,0.2827,0.1757,0.7968
SyskillWebert,EM,10,0.99,0.8,2,0.3,0.2851,0.1750,0.7968
SyskillWebert,EM,10,0.99,0.8,2,0.5,0.2863,0.1726,0.7968
SyskillWebert,EM,10,0.99,0.8,2,0.7,0.2858,0.1716,0.7968
SyskillWebert,EM,10,0.99,0.8,2,0.9,0.2861,0.1708,0.7968
SyskillWebert,EM,10,0.99,0.8,3,0.1,0.2859,0.1746,0.8014
SyskillWebert,EM,10,0.99,0.8,3,0.3,0.2892,0.1751,0.8014
SyskillWebert,EM,10,0.99,0.8,3,0.5,0.2920,0.1742,0.8014
SyskillWebert,EM,10,0.99,0.8,3,0.7,0.2917,0.1732,0.8014
SyskillWebert,EM,10,0.99,0.8,3,0.9,0.2921,0.1722,0.8014
SyskillWebert,EM,20,0.99,0.6,1,0.1,0.3484,0.1462,0.8433
SyskillWebert,EM,20,0.99,0.6,1,0.3,0.3552,0.1469,0.8433
SyskillWebert,EM,20,0.99,0.6,1,0.5,0.3582,0.1461,0.8433
SyskillWebert,EM,20,0.99,0.6,1,0.7,0.3607,0.1456,0.8433
SyskillWebert,EM,20,0.99,0.6,1,0.9,0.3640,0.1459,0.8433
SyskillWebert,EM,20,0.99,0.6,2,0.1,0.4170,0.1609,0.8728
SyskillWebert,EM,20,0.99,0.6,2,0.3,0.4220,0.1607,0.8728
SyskillWebert,EM,20,0.99,0.6,2,0.5,0.4249,0.1618,0.8728
SyskillWebert,EM,20,0.99,0.6,2,0.7,0.4280,0.1619,0.8728
SyskillWebert,EM,20,0.99,0.6,2,0.9,0.4316,0.1643,0.8728
SyskillWebert,EM,20,0.99,0.6,3,0.1,0.4658,0.1644,0.8912
SyskillWebert,EM,20,0.99,0.6,3,0.3,0.4704,0.1654,0.8912
SyskillWebert,EM,20,0.99,0.6,3,0.5,0.4697,0.1657,0.8912
SyskillWebert,EM,20,0.99,0.6,3,0.7,0.4713,0.1642,0.8912
SyskillWebert,EM,20,0.99,0.6,3,0.9,0.4756,0.1635,0.8912
SyskillWebert,EM,20,0.99,0.7,1,0.1,0.3583,0.1410,0.8444
SyskillWebert,EM,20,0.99,0.7,1,0.3,0.3636,0.1369,0.8444
SyskillWebert,EM,20,0.99,0.7,1,0.5,0.3629,0.1353,0.8444
SyskillWebert,EM,20,0.99,0.7,1,0.7,0.3654,0.1334,0.8444
SyskillWebert,EM,20,0.99,0.7,1,0.9,0.3657,0.1329,0.8444
SyskillWebert,EM,20,0.99,0.7,2,0.1,0.4065,0.1697,0.8650
SyskillWebert,EM,20,0.99,0.7,2,0.3,0.4080,0.1691,0.8650
SyskillWebert,EM,20,0.99,0.7,2,0.5,0.4113,0.1696,0.8650
SyskillWebert,EM,20,0.99,0.7,2,0.7,0.4098,0.1686,0.8650
SyskillWebert,EM,20,0.99,0.7,2,0.9,0.4087,0.1683,0.8650
SyskillWebert,EM,20,0.99,0.7,3,0.1,0.4404,0.1593,0.8837
SyskillWebert,EM,20,0.99,0.7,3,0.3,0.4423,0.1629,0.8837
SyskillWebert,EM,20,0.99,0.7,3,0.5,0.4429,0.1609,0.8837
SyskillWebert,EM,20,0.99,0.7,3,0.7,0.4434,0.1591,0.8837
SyskillWebert,EM,20,0.99,0.7,3,0.9,0.4433,0.1574,0.8837
SyskillWebert,EM,20,0.99,0.8,1,0.1,0.3544,0.1330,0.8416
SyskillWebert,EM,20,0.99,0.8,1,0.3,0.3575,0.1312,0.8416
SyskillWebert,EM,20,0.99,0.8,1,0.5,0.3580,0.1325,0.8416
SyskillWebert,EM,20,0.99,0.8,1,0.7,0.3593,0.1320,0.8416
SyskillWebert,EM,20,0.99,0.8,1,0.9,0.3585,0.1308,0.8416
SyskillWebert,EM,20,0.99,0.8,2,0.1,0.3996,0.1615,0.8601
SyskillWebert,EM,20,0.99,0.8,2,0.3,0.4008,0.1618,0.8601
SyskillWebert,EM,20,0.99,0.8,2,0.5,0.4006,0.1615,0.8601
SyskillWebert,EM,20,0.99,0.8,2,0.7,0.4028,0.1619,0.8601
SyskillWebert,EM,20,0.99,0.8,2,0.9,0.4024,0.1630,0.8601
SyskillWebert,EM,20,0.99,0.8,3,0.1,0.4189,0.1634,0.8749
SyskillWebert,EM,20,0.99,0.8,3,0.3,0.4214,0.1621,0.8749
SyskillWebert,EM,20,0.99,0.8,3,0.5,0.4220,0.1635,0.8749
SyskillWebert,EM,20,0.99,0.8,3,0.7,0.4204,0.1632,0.8749
SyskillWebert,EM,20,0.99,0.8,3,0.9,0.4196,0.1629,0.8749
SyskillWebert,EM,30,0.99,0.6,1,0.1,0.4305,0.1364,0.8907
SyskillWebert,EM,30,0.99,0.6,1,0.3,0.4328,0.1412,0.8907
SyskillWebert,EM,30,0.99,0.6,1,0.5,0.4342,0.1390,0.8907
SyskillWebert,EM,30,0.99,0.6,1,0.7,0.4343,0.1376,0.8907
SyskillWebert,EM,30,0.99,0.6,1,0.9,0.4347,0.1378,0.8907
SyskillWebert,EM,30,0.99,0.6,2,0.1,0.4820,0.1462,0.9195
SyskillWebert,EM,30,0.99,0.6,2,0.3,0.4787,0.1511,0.9195
SyskillWebert,EM,30,0.99,0.6,2,0.5,0.4764,0.1530,0.9195
SyskillWebert,EM,30,0.99,0.6,2,0.7,0.4772,0.1530,0.9195
SyskillWebert,EM,30,0.99,0.6,2,0.9,0.4783,0.1533,0.9195
SyskillWebert,EM,30,0.99,0.6,3,0.1,0.4968,0.1377,0.9228
SyskillWebert,EM,30,0.99,0.6,3,0.3,0.4941,0.1410,0.9228
SyskillWebert,EM,30,0.99,0.6,3,0.5,0.4909,0.1448,0.9228
SyskillWebert,EM,30,0.99,0.6,3,0.7,0.4906,0.1460,0.9228
SyskillWebert,EM,30,0.99,0.6,3,0.9,0.4904,0.1454,0.9228
SyskillWebert,EM,30,0.99,0.7,1,0.1,0.4267,0.1318,0.8924
SyskillWebert,EM,30,0.99,0.7,1,0.3,0.4286,0.1298,0.8924
SyskillWebert,EM,30,0.99,0.7,1,0.5,0.4255,0.1266,0.8924
SyskillWebert,EM,30,0.99,0.7,1,0.7,0.4253,0.1231,0.8924
SyskillWebert,EM,30,0.99,0.7,1,0.9,0.4235,0.1226,0.8924
SyskillWebert,EM,30,0.99,0.7,2,0.1,0.4610,0.1548,0.9152
SyskillWebert,EM,30,0.99,0.7,2,0.3,0.4599,0.1573,0.9152
SyskillWebert,EM,30,0.99,0.7,2,0.5,0.4599,0.1578,0.9152
SyskillWebert,EM,30,0.99,0.7,2,0.7,0.4590,0.1579,0.9152
SyskillWebert,EM,30,0.99,0.7,2,0.9,0.4600,0.1568,0.9152
SyskillWebert,EM,30,0.99,0.7,3,0.1,0.4777,0.1505,0.9229
SyskillWebert,EM,30,0.99,0.7,3,0.3,0.4743,0.1540,0.9229
SyskillWebert,EM,30,0.99,0.7,3,0.5,0.4732,0.1551,0.9229
SyskillWebert,EM,30,0.99,0.7,3,0.7,0.4727,0.1548,0.9229
SyskillWebert,EM,30,0.99,0.7,3,0.9,0.4717,0.1555,0.9229
SyskillWebert,EM,30,0.99,0.8,1,0.1,0.4217,0.1321,0.8892
SyskillWebert,EM,30,0.99,0.8,1,0.3,0.4208,0.1263,0.8892
SyskillWebert,EM,30,0.99,0.8,1,0.5,0.4199,0.1245,0.8892
SyskillWebert,EM,30,0.99,0.8,1,0.7,0.4194,0.1192,0.8892
SyskillWebert,EM,30,0.99,0.8,1,0.9,0.4161,0.1180,0.8892
SyskillWebert,EM,30,0.99,0.8,2,0.1,0.4578,0.1532,0.9139
SyskillWebert,EM,30,0.99,0.8,2,0.3,0.4596,0.1532,0.9139
SyskillWebert,EM,30,0.99,0.8,2,0.5,0.4600,0.1545,0.9139
SyskillWebert,EM,30,0.99,0.8,2,0.7,0.4598,0.1526,0.9139
SyskillWebert,EM,30,0.99,0.8,2,0.9,0.4575,0.1528,0.9139
SyskillWebert,EM,30,0.99,0.8,3,0.1,0.4680,0.1591,0.9212
SyskillWebert,EM,30,0.99,0.8,3,0.3,0.4672,0.1596,0.9212
SyskillWebert,EM,30,0.99,0.8,3,0.5,0.4667,0.1595,0.9212
SyskillWebert,EM,30,0.99,0.8,3,0.7,0.4672,0.1601,0.9212
SyskillWebert,EM,30,0.99,0.8,3,0.9,0.4670,0.1595,0.9212
SyskillWebert,NB,1,0.99,0.6,1,0.1,0.2036,0.1857,0.7587
SyskillWebert,NB,1,0.99,0.6,2,0.1,0.2162,0.1896,0.7627
SyskillWebert,NB,1,0.99,0.6,3,0.1,0.2080,0.1910,0.7642
SyskillWebert,NB,1,0.99,0.7,1,0.1,0.1964,0.1813,0.7567
SyskillWebert,NB,1,0.99,0.7,2,0.1,0.2182,0.1966,0.7636
SyskillWebert,NB,1,0.99,0.7,3,0.1,0.2155,0.1883,0.7646
SyskillWebert,NB,1,0.99,0.8,1,0.1,0.1954,0.1787,0.7551
SyskillWebert,NB,1,0.99,0.8,2,0.1,0.2181,0.1904,0.7610
SyskillWebert,NB,1,0.99,0.8,3,0.1,0.2226,0.1947,0.7665
SyskillWebert,NB,5,0.99,0.6,1,0.1,0.2407,0.1781,0.7702
SyskillWebert,NB,5,0.99,0.6,2,0.1,0.2410,0.1748,0.7735
SyskillWebert,NB,5,0.99,0.6,3,0.1,0.2426,0.1779,0.7763
SyskillWebert,NB,5,0.99,0.7,1,0.1,0.2374,0.1738,0.7705
SyskillWebert,NB,5,0.99,0.7,2,0.1,0.2458,0.1761,0.7726
SyskillWebert,NB,5,0.99,0.7,3,0.1,0.2445,0.1741,0.7742
SyskillWebert,NB,5,0.99,0.8,1,0.1,0.2316,0.1731,0.7687
SyskillWebert,NB,5,0.99,0.8,2,0.1,0.2456,0.1736,0.7727
SyskillWebert,NB,5,0.99,0.8,3,0.1,0.2418,0.1745,0.7739
SyskillWebert,NB,10,0.99,0.6,1,0.1,0.2671,0.1657,0.7897
SyskillWebert,NB,10,0.99,0.6,2,0.1,0.2871,0.1731,0.8001
SyskillWebert,NB,10,0.99,0.6,3,0.1,0.3028,0.1945,0.8115
SyskillWebert,NB,10,0.99,0.7,1,0.1,0.2680,0.1607,0.7905
SyskillWebert,NB,10,0.99,0.7,2,0.1,0.2897,0.1746,0.7984
SyskillWebert,NB,10,0.99,0.7,3,0.1,0.2973,0.1838,0.8067
SyskillWebert,NB,10,0.99,0.8,1,0.1,0.2639,0.1598,0.7895
SyskillWebert,NB,10,0.99,0.8,2,0.1,0.2865,0.1710,0.7968
SyskillWebert,NB,10,0.99,0.8,3,0.1,0.2876,0.1709,0.8014
SyskillWebert,NB,20,0.99,0.6,1,0.1,0.3528,0.1323,0.8433
SyskillWebert,NB,20,0.99,0.6,2,0.1,0.4130,0.1577,0.8728
SyskillWebert,NB,20,0.99,0.6,3,0.1,0.4578,0.1578,0.8912
SyskillWebert,NB,20,0.99,0.7,1,0.1,0.3526,0.1238,0.8444
SyskillWebert,NB,20,0.99,0.7,2,0.1,0.3979,0.1579,0.8650
SyskillWebert,NB,20,0.99,0.7,3,0.1,0.4314,0.1595,0.8837
SyskillWebert,NB,20,0.99,0.8,1,0.1,0.3432,0.1244,0.8416
SyskillWebert,NB,20,0.99,0.8,2,0.1,0.3858,0.1478,0.8601
SyskillWebert,NB,20,0.99,0.8,3,0.1,0.4084,0.1603,0.8749
SyskillWebert,NB,30,0.99,0.6,1,0.1,0.4115,0.1131,0.8907
SyskillWebert,NB,30,0.99,0.6,2,0.1,0.4694,0.1441,0.9195
SyskillWebert,NB,30,0.99,0.6,3,0.1,0.4839,0.1386,0.9228
SyskillWebert,NB,30,0.99,0.7,1,0.1,0.4013,0.1045,0.8924
SyskillWebert,NB,30,0.99,0.7,2,0.1,0.4494,0.1477,0.9152
SyskillWebert,NB,30,0.99,0.7,3,0.1,0.4656,0.1506,0.9229
SyskillWebert,NB,30,0.99,0.8,1,0.1,0.3941,0.1015,0.8892
SyskillWebert,NB,30,0.99,0.8,2,0.1,0.4430,0.1415,0.9139
SyskillWebert,NB,30,0.99,0.8,3,0.1,0.4567,0.1491,0.9212
tr23,EM,1,0.99,0.6,1,0.1,0.0302,0.0449,0.8472
tr23,EM,1,0.99,0.6,1,0.3,0.0234,0.0386,0.8472
tr23,EM,1,0.99,0.6,1,0.5,0.0112,0.0333,0.8472
tr23,EM,1,0.99,0.6,1,0.7,0.0081,0.0270,0.8472
tr23,EM,1,0.99,0.6,1,0.9,0.0022,0.0171,0.8472
tr23,EM,1,0.99,0.6,2,0.1,0.0000,0.0000,0.8421
tr23,EM,1,0.99,0.6,2,0.3,0.0000,0.0000,0.8421
tr23,EM,1,0.99,0.6,2,0.5,0.0000,0.0000,0.8421
tr23,EM,1,0.99,0.6,2,0.7,0.0000,0.0000,0.8421
tr23,EM,1,0.99,0.6,2,0.9,0.0000,0.0000,0.8421
tr23,EM,1,0.99,0.6,3,0.1,0.0074,0.0166,0.8430
tr23,EM,1,0.99,0.6,3,0.3,0.0033,0.0113,0.8430
tr23,EM,1,0.99,0.6,3,0.5,0.0004,0.0028,0.8430
tr23,EM,1,0.99,0.6,3,0.7,0.0004,0.0028,0.8430
tr23,EM,1,0.99,0.6,3,0.9,0.0011,0.0048,0.8430
tr23,EM,1,0.99,0.7,1,0.1,0.0511,0.0625,0.8520
tr23,EM,1,0.99,0.7,1,0.3,0.0402,0.0560,0.8520
tr23,EM,1,0.99,0.7,1,0.5,0.0196,0.0459,0.8520
tr23,EM,1,0.99,0.7,1,0.7,0.0081,0.0270,0.8520
tr23,EM,1,0.99,0.7,1,0.9,0.0054,0.0248,0.8520
tr23,EM,1,0.99,0.7,2,0.1,0.0175,0.0304,0.8424
tr23,EM,1,0.99,0.7,2,0.3,0.0085,0.0181,0.8424
tr23,EM,1,0.99,0.7,2,0.5,0.0000,0.0000,0.8424
tr23,EM,1,0.99,0.7,2,0.7,0.0000,0.0000,0.8424
tr23,EM,1,0.99,0.7,2,0.9,0.0000,0.0000,0.8424
tr23,EM,1,0.99,0.7,3,0.1,0.0000,0.0000,0.8415
tr23,EM,1,0.99,0.7,3,0.3,0.0000,0.0000,0.8415
tr23,EM,1,0.99,0.7,3,0.5,0.0000,0.0000,0.8415
tr23,EM,1,0.99,0.7,3,0.7,0.0000,0.0000,0.8415
tr23,EM,1,0.99,0.7,3,0.9,0.0000,0.0000,0.8415
tr23,EM,1,0.99,0.8,1,0.1,0.0699,0.0871,0.8546
tr23,EM,1,0.99,0.8,1,0.3,0.0617,0.0757,0.8546
tr23,EM,1,0.99,0.8,1,0.5,0.0385,0.0627,0.8546
tr23,EM,1,0.99,0.8,1,0.7,0.0179,0.0432,0.8546
tr23,EM,1,0.99,0.8,1,0.9,0.0068,0.0257,0.8546
tr23,EM,1,0.99,0.8,2,0.1,0.0190,0.0321,0.8439
tr23,EM,1,0.99,0.8,2,0.3,0.0117,0.0250,0.8439
tr23,EM,1,0.99,0.8,2,0.5,0.0000,0.0000,0.8439
tr23,EM,1,0.99,0.8,2,0.7,0.0000,0.0000,0.8439
tr23,EM,1,0.99,0.8,2,0.9,0.0000,0.0000,0.8439
