Text Collection,Graph Constructor Algorithm,Graph Parameter k,# of Positive Labeled Documents,α,λ (|D+'| = λ x |D+|),# of iterations (m),F1 Score,Standard Deviation,Negative Precision
SyskillWebert,kNN,27,30,0.04,1.2,3,0.1196,0.1907,0.5524
SyskillWebert,kNN,27,30,0.04,1.4,1,0.2175,0.2249,0.6618
SyskillWebert,kNN,27,30,0.04,1.4,2,0.2411,0.2421,0.7531
SyskillWebert,kNN,27,30,0.04,1.4,3,0.1393,0.2103,0.6083
SyskillWebert,kNN,27,30,0.04,2,1,0.2170,0.1540,0.7225
SyskillWebert,kNN,27,30,0.04,2,2,0.2147,0.1944,0.7675
SyskillWebert,kNN,27,30,0.04,2,3,0.1821,0.2032,0.7531
SyskillWebert,kNN,27,30,0.02,0.2,1,0.5601,0.2725,0.9896
SyskillWebert,kNN,27,30,0.02,0.2,2,0.5619,0.2709,0.9896
SyskillWebert,kNN,27,30,0.02,0.2,3,0.5492,0.2737,0.9903
SyskillWebert,kNN,27,30,0.02,0.6,1,0.5562,0.2913,0.9932
SyskillWebert,kNN,27,30,0.02,0.6,2,0.5569,0.2910,0.9932
SyskillWebert,kNN,27,30,0.02,0.6,3,0.5542,0.2892,0.9928
SyskillWebert,kNN,27,30,0.02,0.8,1,0.5596,0.2954,0.9907
SyskillWebert,kNN,27,30,0.02,0.8,2,0.5622,0.2929,0.9940
SyskillWebert,kNN,27,30,0.02,0.8,3,0.5636,0.2926,0.9940
SyskillWebert,kNN,27,30,0.02,1,1,0.5599,0.2923,0.9908
SyskillWebert,kNN,27,30,0.02,1,2,0.5646,0.2877,0.9946
SyskillWebert,kNN,27,30,0.02,1,3,0.5644,0.2879,0.9942
SyskillWebert,kNN,27,30,0.02,1.2,1,0.4736,0.2334,0.9905
SyskillWebert,kNN,27,30,0.02,1.2,2,0.5213,0.2452,0.9932
SyskillWebert,kNN,27,30,0.02,1.2,3,0.5641,0.2787,0.9948
SyskillWebert,kNN,27,30,0.02,1.4,1,0.4270,0.2411,0.9875
SyskillWebert,kNN,27,30,0.02,1.4,2,0.4318,0.2389,0.9920
SyskillWebert,kNN,27,30,0.02,1.4,3,0.4321,0.2231,0.9953
SyskillWebert,kNN,27,30,0.02,2,1,0.4330,0.2652,0.9744
SyskillWebert,kNN,27,30,0.02,2,2,0.4295,0.2693,0.9672
SyskillWebert,kNN,27,30,0.02,2,3,0.4342,0.2666,0.9731
SyskillWebert,kNN,31,1,0.1,0.2,1,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.1,0.2,2,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.1,0.2,3,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.1,0.6,1,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.1,0.6,2,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.1,0.6,3,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.1,0.8,1,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.1,0.8,2,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.1,0.8,3,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.1,1,1,0.2625,0.1631,0.6750
SyskillWebert,kNN,31,1,0.1,1,2,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.1,1,3,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.1,1.2,1,0.2625,0.1631,0.6750
SyskillWebert,kNN,31,1,0.1,1.2,2,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.1,1.2,3,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.1,1.4,1,0.2625,0.1631,0.6750
SyskillWebert,kNN,31,1,0.1,1.4,2,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.1,1.4,3,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.1,2,1,0.3319,0.1668,0.6583
SyskillWebert,kNN,31,1,0.1,2,2,0.2991,0.1728,0.6500
SyskillWebert,kNN,31,1,0.1,2,3,0.1966,0.2223,0.7250
SyskillWebert,kNN,31,1,0.08,0.2,1,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.08,0.2,2,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.08,0.2,3,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.08,0.6,1,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.08,0.6,2,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.08,0.6,3,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.08,0.8,1,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.08,0.8,2,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.08,0.8,3,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.08,1,1,0.1811,0.2353,0.7500
SyskillWebert,kNN,31,1,0.08,1,2,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.08,1,3,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.08,1.2,1,0.1811,0.2353,0.7500
SyskillWebert,kNN,31,1,0.08,1.2,2,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.08,1.2,3,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.08,1.4,1,0.1811,0.2353,0.7500
SyskillWebert,kNN,31,1,0.08,1.4,2,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.08,1.4,3,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.08,2,1,0.2981,0.2265,0.7500
SyskillWebert,kNN,31,1,0.08,2,2,0.2884,0.2330,0.7500
SyskillWebert,kNN,31,1,0.08,2,3,0.1518,0.2220,0.7000
SyskillWebert,kNN,31,1,0.06,0.2,1,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.06,0.2,2,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.06,0.2,3,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.06,0.6,1,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.06,0.6,2,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.06,0.6,3,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.06,0.8,1,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.06,0.8,2,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.06,0.8,3,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.06,1,1,0.2543,0.2323,0.7125
SyskillWebert,kNN,31,1,0.06,1,2,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.06,1,3,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.06,1.2,1,0.2543,0.2323,0.7125
SyskillWebert,kNN,31,1,0.06,1.2,2,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.06,1.2,3,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.06,1.4,1,0.2543,0.2323,0.7125
SyskillWebert,kNN,31,1,0.06,1.4,2,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.06,1.4,3,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.06,2,1,0.2587,0.2602,0.7333
SyskillWebert,kNN,31,1,0.06,2,2,0.2659,0.2362,0.7417
SyskillWebert,kNN,31,1,0.06,2,3,0.1075,0.2149,0.3500
SyskillWebert,kNN,31,1,0.04,0.2,1,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.04,0.2,2,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.04,0.2,3,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.04,0.6,1,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.04,0.6,2,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.04,0.6,3,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.04,0.8,1,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.04,0.8,2,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.04,0.8,3,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.04,1,1,0.0302,0.0869,0.5750
SyskillWebert,kNN,31,1,0.04,1,2,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.04,1,3,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.04,1.2,1,0.0302,0.0869,0.5750
SyskillWebert,kNN,31,1,0.04,1.2,2,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.04,1.2,3,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.04,1.4,1,0.0302,0.0869,0.5750
SyskillWebert,kNN,31,1,0.04,1.4,2,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.04,1.4,3,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.04,2,1,0.1148,0.2465,0.8167
SyskillWebert,kNN,31,1,0.04,2,2,0.0710,0.1931,0.5750
SyskillWebert,kNN,31,1,0.04,2,3,0.0239,0.0987,0.0000
SyskillWebert,kNN,31,1,0.02,0.2,1,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,1,0.02,0.2,2,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,1,0.02,0.2,3,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,1,0.02,0.6,1,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,1,0.02,0.6,2,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,1,0.02,0.6,3,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,1,0.02,0.8,1,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,1,0.02,0.8,2,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,1,0.02,0.8,3,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,1,0.02,1,1,0.1849,0.3378,0.7500
SyskillWebert,kNN,31,1,0.02,1,2,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,1,0.02,1,3,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,1,0.02,1.2,1,0.1849,0.3378,0.7500
SyskillWebert,kNN,31,1,0.02,1.2,2,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,1,0.02,1.2,3,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,1,0.02,1.4,1,0.1849,0.3378,0.7500
SyskillWebert,kNN,31,1,0.02,1.4,2,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,1,0.02,1.4,3,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,1,0.02,2,1,0.2923,0.4110,0.7500
SyskillWebert,kNN,31,1,0.02,2,2,0.2916,0.4114,0.7500
SyskillWebert,kNN,31,1,0.02,2,3,0.0774,0.2399,0.7500
SyskillWebert,kNN,31,5,0.1,0.2,1,0.5050,0.2171,0.6375
SyskillWebert,kNN,31,5,0.1,0.2,2,0.5718,0.2476,0.6850
SyskillWebert,kNN,31,5,0.1,0.2,3,0.5718,0.2476,0.6850
SyskillWebert,kNN,31,5,0.1,0.6,1,0.4492,0.1585,0.6906
SyskillWebert,kNN,31,5,0.1,0.6,2,0.5319,0.2214,0.6714
SyskillWebert,kNN,31,5,0.1,0.6,3,0.5718,0.2476,0.6850
SyskillWebert,kNN,31,5,0.1,0.8,1,0.4592,0.1750,0.6889
SyskillWebert,kNN,31,5,0.1,0.8,2,0.5397,0.1858,0.7111
SyskillWebert,kNN,31,5,0.1,0.8,3,0.4857,0.2240,0.6281
SyskillWebert,kNN,31,5,0.1,1,1,0.4961,0.2037,0.6950
SyskillWebert,kNN,31,5,0.1,1,2,0.5397,0.1858,0.7111
SyskillWebert,kNN,31,5,0.1,1,3,0.4857,0.2240,0.6281
SyskillWebert,kNN,31,5,0.1,1.2,1,0.5051,0.2008,0.7000
SyskillWebert,kNN,31,5,0.1,1.2,2,0.5152,0.1862,0.7455
SyskillWebert,kNN,31,5,0.1,1.2,3,0.4857,0.2240,0.6281
SyskillWebert,kNN,31,5,0.1,1.4,1,0.4956,0.2035,0.6875
SyskillWebert,kNN,31,5,0.1,1.4,2,0.5152,0.1862,0.7455
SyskillWebert,kNN,31,5,0.1,1.4,3,0.4744,0.1648,0.7091
SyskillWebert,kNN,31,5,0.1,2,1,0.4476,0.2307,0.6800
SyskillWebert,kNN,31,5,0.1,2,2,0.5496,0.1918,0.7650
SyskillWebert,kNN,31,5,0.1,2,3,0.4444,0.1981,0.7214
SyskillWebert,kNN,31,5,0.08,0.2,1,0.4931,0.2623,0.7500
SyskillWebert,kNN,31,5,0.08,0.2,2,0.5165,0.3142,0.6850
SyskillWebert,kNN,31,5,0.08,0.2,3,0.5165,0.3142,0.6850
SyskillWebert,kNN,31,5,0.08,0.6,1,0.4557,0.1874,0.7500
SyskillWebert,kNN,31,5,0.08,0.6,2,0.4781,0.1902,0.7536
SyskillWebert,kNN,31,5,0.08,0.6,3,0.5165,0.3142,0.6850
SyskillWebert,kNN,31,5,0.08,0.8,1,0.4359,0.1511,0.7500
SyskillWebert,kNN,31,5,0.08,0.8,2,0.4363,0.1475,0.7500
SyskillWebert,kNN,31,5,0.08,0.8,3,0.4668,0.2008,0.7500
SyskillWebert,kNN,31,5,0.08,1,1,0.4326,0.1430,0.7525
SyskillWebert,kNN,31,5,0.08,1,2,0.4363,0.1475,0.7500
SyskillWebert,kNN,31,5,0.08,1,3,0.4668,0.2008,0.7500
SyskillWebert,kNN,31,5,0.08,1.2,1,0.4451,0.1605,0.7545
SyskillWebert,kNN,31,5,0.08,1.2,2,0.4391,0.1603,0.7523
SyskillWebert,kNN,31,5,0.08,1.2,3,0.4668,0.2008,0.7500
SyskillWebert,kNN,31,5,0.08,1.4,1,0.4483,0.1538,0.7521
SyskillWebert,kNN,31,5,0.08,1.4,2,0.4391,0.1603,0.7523
SyskillWebert,kNN,31,5,0.08,1.4,3,0.4387,0.1604,0.7523
SyskillWebert,kNN,31,5,0.08,2,1,0.4321,0.1186,0.7517
SyskillWebert,kNN,31,5,0.08,2,2,0.4350,0.1376,0.7517
SyskillWebert,kNN,31,5,0.08,2,3,0.4411,0.1662,0.7518
SyskillWebert,kNN,31,5,0.06,0.2,1,0.4910,0.2718,0.6500
SyskillWebert,kNN,31,5,0.06,0.2,2,0.3423,0.3205,0.4300
SyskillWebert,kNN,31,5,0.06,0.2,3,0.3423,0.3205,0.4300
SyskillWebert,kNN,31,5,0.06,0.6,1,0.5025,0.1632,0.7375
SyskillWebert,kNN,31,5,0.06,0.6,2,0.4132,0.1830,0.6429
SyskillWebert,kNN,31,5,0.06,0.6,3,0.3423,0.3205,0.4300
SyskillWebert,kNN,31,5,0.06,0.8,1,0.4741,0.1745,0.7361
SyskillWebert,kNN,31,5,0.06,0.8,2,0.4601,0.1168,0.7389
SyskillWebert,kNN,31,5,0.06,0.8,3,0.4343,0.1673,0.6969
SyskillWebert,kNN,31,5,0.06,1,1,0.4983,0.1576,0.7500
SyskillWebert,kNN,31,5,0.06,1,2,0.4601,0.1168,0.7389
SyskillWebert,kNN,31,5,0.06,1,3,0.4343,0.1673,0.6969
SyskillWebert,kNN,31,5,0.06,1.2,1,0.4949,0.1712,0.7545
SyskillWebert,kNN,31,5,0.06,1.2,2,0.4509,0.1384,0.7477
SyskillWebert,kNN,31,5,0.06,1.2,3,0.4343,0.1673,0.6969
SyskillWebert,kNN,31,5,0.06,1.4,1,0.5020,0.1838,0.7542
SyskillWebert,kNN,31,5,0.06,1.4,2,0.4509,0.1384,0.7477
SyskillWebert,kNN,31,5,0.06,1.4,3,0.4236,0.1082,0.7341
SyskillWebert,kNN,31,5,0.06,2,1,0.4528,0.1456,0.7483
SyskillWebert,kNN,31,5,0.06,2,2,0.4268,0.1068,0.7633
SyskillWebert,kNN,31,5,0.06,2,3,0.4257,0.1162,0.7518
SyskillWebert,kNN,31,5,0.04,0.2,1,0.0311,0.0612,0.0167
SyskillWebert,kNN,31,5,0.04,0.2,2,0.0372,0.0671,0.0000
SyskillWebert,kNN,31,5,0.04,0.2,3,0.0372,0.0671,0.0000
SyskillWebert,kNN,31,5,0.04,0.6,1,0.2494,0.2872,0.5125
SyskillWebert,kNN,31,5,0.04,0.6,2,0.0407,0.0689,0.0143
SyskillWebert,kNN,31,5,0.04,0.6,3,0.0372,0.0671,0.0000
SyskillWebert,kNN,31,5,0.04,0.8,1,0.2942,0.2985,0.6944
SyskillWebert,kNN,31,5,0.04,0.8,2,0.1038,0.1758,0.2639
SyskillWebert,kNN,31,5,0.04,0.8,3,0.0432,0.0700,0.0188
SyskillWebert,kNN,31,5,0.04,1,1,0.3316,0.2645,0.7650
SyskillWebert,kNN,31,5,0.04,1,2,0.1038,0.1758,0.2639
SyskillWebert,kNN,31,5,0.04,1,3,0.0432,0.0700,0.0188
SyskillWebert,kNN,31,5,0.04,1.2,1,0.3577,0.2465,0.7955
SyskillWebert,kNN,31,5,0.04,1.2,2,0.2984,0.3044,0.5205
SyskillWebert,kNN,31,5,0.04,1.2,3,0.0432,0.0700,0.0188
SyskillWebert,kNN,31,5,0.04,1.4,1,0.3504,0.2227,0.8000
SyskillWebert,kNN,31,5,0.04,1.4,2,0.2984,0.3044,0.5205
SyskillWebert,kNN,31,5,0.04,1.4,3,0.0783,0.0987,0.2932
SyskillWebert,kNN,31,5,0.04,2,1,0.3423,0.1774,0.8433
SyskillWebert,kNN,31,5,0.04,2,2,0.3938,0.2769,0.7550
SyskillWebert,kNN,31,5,0.04,2,3,0.1845,0.1639,0.5571
SyskillWebert,kNN,31,5,0.02,0.2,1,0.4189,0.4132,0.7500
SyskillWebert,kNN,31,5,0.02,0.2,2,0.3943,0.4252,0.7500
SyskillWebert,kNN,31,5,0.02,0.2,3,0.3943,0.4252,0.7500
SyskillWebert,kNN,31,5,0.02,0.6,1,0.5239,0.3777,0.7500
SyskillWebert,kNN,31,5,0.02,0.6,2,0.4762,0.3930,0.7500
SyskillWebert,kNN,31,5,0.02,0.6,3,0.3943,0.4252,0.7500
SyskillWebert,kNN,31,5,0.02,0.8,1,0.5617,0.3700,0.7500
SyskillWebert,kNN,31,5,0.02,0.8,2,0.5723,0.3698,0.7500
SyskillWebert,kNN,31,5,0.02,0.8,3,0.5251,0.3796,0.7500
SyskillWebert,kNN,31,5,0.02,1,1,0.5781,0.3684,0.7500
SyskillWebert,kNN,31,5,0.02,1,2,0.5723,0.3698,0.7500
SyskillWebert,kNN,31,5,0.02,1,3,0.5251,0.3796,0.7500
SyskillWebert,kNN,31,5,0.02,1.2,1,0.6022,0.3686,0.7500
SyskillWebert,kNN,31,5,0.02,1.2,2,0.6222,0.3697,0.7500
SyskillWebert,kNN,31,5,0.02,1.2,3,0.5251,0.3796,0.7500
SyskillWebert,kNN,31,5,0.02,1.4,1,0.6148,0.3671,0.7500
SyskillWebert,kNN,31,5,0.02,1.4,2,0.6222,0.3697,0.7500
SyskillWebert,kNN,31,5,0.02,1.4,3,0.6253,0.3710,0.7500
SyskillWebert,kNN,31,5,0.02,2,1,0.6302,0.3719,0.7500
SyskillWebert,kNN,31,5,0.02,2,2,0.6396,0.3742,0.7500
SyskillWebert,kNN,31,5,0.02,2,3,0.6430,0.3759,0.7500
SyskillWebert,kNN,31,10,0.1,0.2,1,0.6158,0.1784,0.6688
SyskillWebert,kNN,31,10,0.1,0.2,2,0.5560,0.1984,0.6479
SyskillWebert,kNN,31,10,0.1,0.2,3,0.6143,0.1952,0.6875
SyskillWebert,kNN,31,10,0.1,0.6,1,0.6107,0.1913,0.6906
SyskillWebert,kNN,31,10,0.1,0.6,2,0.5893,0.2095,0.7484
SyskillWebert,kNN,31,10,0.1,0.6,3,0.5464,0.1932,0.6327
SyskillWebert,kNN,31,10,0.1,0.8,1,0.5868,0.2058,0.7125
SyskillWebert,kNN,31,10,0.1,0.8,2,0.6036,0.2086,0.7806
SyskillWebert,kNN,31,10,0.1,0.8,3,0.5566,0.1975,0.6922
SyskillWebert,kNN,31,10,0.1,1,1,0.5449,0.1924,0.7088
SyskillWebert,kNN,31,10,0.1,1,2,0.6048,0.1912,0.7825
SyskillWebert,kNN,31,10,0.1,1,3,0.5196,0.1667,0.7026
SyskillWebert,kNN,31,10,0.1,1.2,1,0.5191,0.1727,0.7114
SyskillWebert,kNN,31,10,0.1,1.2,2,0.5911,0.1866,0.7659
SyskillWebert,kNN,31,10,0.1,1.2,3,0.5196,0.1667,0.7026
SyskillWebert,kNN,31,10,0.1,1.4,1,0.5288,0.1794,0.7104
SyskillWebert,kNN,31,10,0.1,1.4,2,0.5883,0.1835,0.7740
SyskillWebert,kNN,31,10,0.1,1.4,3,0.4762,0.1538,0.6932
SyskillWebert,kNN,31,10,0.1,2,1,0.4591,0.1656,0.7017
SyskillWebert,kNN,31,10,0.1,2,2,0.5657,0.1793,0.7917
SyskillWebert,kNN,31,10,0.1,2,3,0.4562,0.1720,0.6884
SyskillWebert,kNN,31,10,0.08,0.2,1,0.4985,0.1735,0.7396
SyskillWebert,kNN,31,10,0.08,0.2,2,0.4922,0.1823,0.7563
SyskillWebert,kNN,31,10,0.08,0.2,3,0.5960,0.2612,0.7150
SyskillWebert,kNN,31,10,0.08,0.6,1,0.4539,0.1000,0.7391
SyskillWebert,kNN,31,10,0.08,0.6,2,0.4533,0.0995,0.7531
SyskillWebert,kNN,31,10,0.08,0.6,3,0.4771,0.1503,0.7558
SyskillWebert,kNN,31,10,0.08,0.8,1,0.4559,0.0917,0.7597
SyskillWebert,kNN,31,10,0.08,0.8,2,0.4454,0.0954,0.7472
SyskillWebert,kNN,31,10,0.08,0.8,3,0.4534,0.0995,0.7531
SyskillWebert,kNN,31,10,0.08,1,1,0.4664,0.1086,0.7463
SyskillWebert,kNN,31,10,0.08,1,2,0.4673,0.1117,0.7575
SyskillWebert,kNN,31,10,0.08,1,3,0.4679,0.1232,0.7539
SyskillWebert,kNN,31,10,0.08,1.2,1,0.4601,0.0907,0.7568
SyskillWebert,kNN,31,10,0.08,1.2,2,0.4616,0.0903,0.7545
SyskillWebert,kNN,31,10,0.08,1.2,3,0.4679,0.1232,0.7539
SyskillWebert,kNN,31,10,0.08,1.4,1,0.4576,0.0989,0.7604
SyskillWebert,kNN,31,10,0.08,1.4,2,0.4619,0.0988,0.7615
SyskillWebert,kNN,31,10,0.08,1.4,3,0.4601,0.0909,0.7545
SyskillWebert,kNN,31,10,0.08,2,1,0.4350,0.1128,0.7525
SyskillWebert,kNN,31,10,0.08,2,2,0.4436,0.1155,0.7567
SyskillWebert,kNN,31,10,0.08,2,3,0.4278,0.1186,0.7580
SyskillWebert,kNN,31,10,0.06,0.2,1,0.4625,0.1860,0.5958
SyskillWebert,kNN,31,10,0.06,0.2,2,0.4428,0.2013,0.5521
SyskillWebert,kNN,31,10,0.06,0.2,3,0.3269,0.2312,0.3375
SyskillWebert,kNN,31,10,0.06,0.6,1,0.4992,0.1230,0.7531
SyskillWebert,kNN,31,10,0.06,0.6,2,0.4689,0.1159,0.7250
SyskillWebert,kNN,31,10,0.06,0.6,3,0.4328,0.1573,0.5865
SyskillWebert,kNN,31,10,0.06,0.8,1,0.4929,0.1405,0.7569
SyskillWebert,kNN,31,10,0.06,0.8,2,0.4505,0.1157,0.7556
SyskillWebert,kNN,31,10,0.06,0.8,3,0.4207,0.0926,0.7000
SyskillWebert,kNN,31,10,0.06,1,1,0.4737,0.1497,0.7575
SyskillWebert,kNN,31,10,0.06,1,2,0.4294,0.1170,0.7513
SyskillWebert,kNN,31,10,0.06,1,3,0.4069,0.0955,0.7342
SyskillWebert,kNN,31,10,0.06,1.2,1,0.4537,0.1439,0.7466
SyskillWebert,kNN,31,10,0.06,1.2,2,0.4218,0.1143,0.7557
SyskillWebert,kNN,31,10,0.06,1.2,3,0.4069,0.0955,0.7342
SyskillWebert,kNN,31,10,0.06,1.4,1,0.4157,0.1483,0.7333
SyskillWebert,kNN,31,10,0.06,1.4,2,0.4147,0.1122,0.7562
SyskillWebert,kNN,31,10,0.06,1.4,3,0.4109,0.1233,0.7420
SyskillWebert,kNN,31,10,0.06,2,1,0.4107,0.1058,0.7392
SyskillWebert,kNN,31,10,0.06,2,2,0.3933,0.1084,0.7400
SyskillWebert,kNN,31,10,0.06,2,3,0.3897,0.1184,0.7464
SyskillWebert,kNN,31,10,0.04,0.2,1,0.0451,0.0588,0.0271
SyskillWebert,kNN,31,10,0.04,0.2,2,0.0477,0.0601,0.0063
SyskillWebert,kNN,31,10,0.04,0.2,3,0.0629,0.0853,0.0000
SyskillWebert,kNN,31,10,0.04,0.6,1,0.3028,0.2368,0.7000
SyskillWebert,kNN,31,10,0.04,0.6,2,0.0835,0.1362,0.1484
SyskillWebert,kNN,31,10,0.04,0.6,3,0.0487,0.0524,0.0096
SyskillWebert,kNN,31,10,0.04,0.8,1,0.3160,0.2001,0.8056
SyskillWebert,kNN,31,10,0.04,0.8,2,0.1252,0.1708,0.3458
SyskillWebert,kNN,31,10,0.04,0.8,3,0.0519,0.0476,0.0266
SyskillWebert,kNN,31,10,0.04,1,1,0.3348,0.1755,0.8538
SyskillWebert,kNN,31,10,0.04,1,2,0.2557,0.2571,0.5613
SyskillWebert,kNN,31,10,0.04,1,3,0.0787,0.0847,0.1697
SyskillWebert,kNN,31,10,0.04,1.2,1,0.3703,0.1552,0.9182
SyskillWebert,kNN,31,10,0.04,1.2,2,0.3766,0.2872,0.7102
SyskillWebert,kNN,31,10,0.04,1.2,3,0.0787,0.0847,0.1697
SyskillWebert,kNN,31,10,0.04,1.4,1,0.3680,0.1403,0.9375
SyskillWebert,kNN,31,10,0.04,1.4,2,0.3762,0.2620,0.7615
SyskillWebert,kNN,31,10,0.04,1.4,3,0.1031,0.1493,0.3591
SyskillWebert,kNN,31,10,0.04,2,1,0.3985,0.1544,0.9517
SyskillWebert,kNN,31,10,0.04,2,2,0.3650,0.1846,0.8408
SyskillWebert,kNN,31,10,0.04,2,3,0.2498,0.1846,0.7277
SyskillWebert,kNN,31,10,0.02,0.2,1,0.6271,0.3685,0.7500
SyskillWebert,kNN,31,10,0.02,0.2,2,0.6275,0.3687,0.7500
SyskillWebert,kNN,31,10,0.02,0.2,3,0.6259,0.3725,0.7500
SyskillWebert,kNN,31,10,0.02,0.6,1,0.6079,0.3626,0.7516
SyskillWebert,kNN,31,10,0.02,0.6,2,0.6095,0.3638,0.7516
SyskillWebert,kNN,31,10,0.02,0.6,3,0.6278,0.3680,0.7500
SyskillWebert,kNN,31,10,0.02,0.8,1,0.5957,0.3585,0.7528
SyskillWebert,kNN,31,10,0.02,0.8,2,0.5968,0.3599,0.7528
SyskillWebert,kNN,31,10,0.02,0.8,3,0.6110,0.3642,0.7516
SyskillWebert,kNN,31,10,0.02,1,1,0.5744,0.3528,0.7538
SyskillWebert,kNN,31,10,0.02,1,2,0.5725,0.3512,0.7550
SyskillWebert,kNN,31,10,0.02,1,3,0.5806,0.3553,0.7539
SyskillWebert,kNN,31,10,0.02,1.2,1,0.5454,0.3419,0.7580
SyskillWebert,kNN,31,10,0.02,1.2,2,0.5490,0.3441,0.7591
SyskillWebert,kNN,31,10,0.02,1.2,3,0.5806,0.3553,0.7539
SyskillWebert,kNN,31,10,0.02,1.4,1,0.5326,0.3385,0.7604
SyskillWebert,kNN,31,10,0.02,1.4,2,0.5339,0.3389,0.7604
SyskillWebert,kNN,31,10,0.02,1.4,3,0.5498,0.3438,0.7580
SyskillWebert,kNN,31,10,0.02,2,1,0.5053,0.3341,0.7583
SyskillWebert,kNN,31,10,0.02,2,2,0.5169,0.3353,0.7583
SyskillWebert,kNN,31,10,0.02,2,3,0.5174,0.3313,0.7589
SyskillWebert,kNN,31,20,0.1,0.2,1,0.6766,0.1901,0.6688
