Text Collection,Graph Constructor Algorithm,Graph Parameter k,# of Positive Labeled Documents,α,λ (|D+'| = λ x |D+|),# of iterations (m),F1 Score,Standard Deviation,Negative Precision
tr21,kNN,3,20,0.06,1.2,1,0.4309,0.2934,0.9114
tr21,kNN,3,20,0.06,1.2,2,0.4265,0.2951,0.9083
tr21,kNN,3,20,0.06,1.2,3,0.4308,0.2931,0.9114
tr21,kNN,3,20,0.06,1.4,1,0.4225,0.3012,0.9118
tr21,kNN,3,20,0.06,1.4,2,0.4210,0.3028,0.9090
tr21,kNN,3,20,0.06,1.4,3,0.4283,0.2961,0.9106
tr21,kNN,3,20,0.06,2,1,0.4122,0.3045,0.9056
tr21,kNN,3,20,0.06,2,2,0.4164,0.3040,0.9067
tr21,kNN,3,20,0.06,2,3,0.4151,0.3045,0.9051
tr21,kNN,3,20,0.04,0.2,1,0.4071,0.3045,0.8792
tr21,kNN,3,20,0.04,0.2,2,0.4073,0.3048,0.8806
tr21,kNN,3,20,0.04,0.2,3,0.4001,0.3108,0.8768
tr21,kNN,3,20,0.04,0.6,1,0.4278,0.2966,0.8938
tr21,kNN,3,20,0.04,0.6,2,0.4294,0.2940,0.8958
tr21,kNN,3,20,0.04,0.6,3,0.4237,0.2963,0.8943
tr21,kNN,3,20,0.04,0.8,1,0.4303,0.2965,0.8991
tr21,kNN,3,20,0.04,0.8,2,0.4335,0.2913,0.8981
tr21,kNN,3,20,0.04,0.8,3,0.4327,0.2915,0.8981
tr21,kNN,3,20,0.04,1,1,0.4313,0.2956,0.9075
tr21,kNN,3,20,0.04,1,2,0.4386,0.2882,0.9033
tr21,kNN,3,20,0.04,1,3,0.4350,0.2897,0.9018
tr21,kNN,3,20,0.04,1.2,1,0.4330,0.2971,0.9106
tr21,kNN,3,20,0.04,1.2,2,0.4292,0.2942,0.9068
tr21,kNN,3,20,0.04,1.2,3,0.4339,0.2907,0.9041
tr21,kNN,3,20,0.04,1.4,1,0.4281,0.2971,0.9104
tr21,kNN,3,20,0.04,1.4,2,0.4293,0.2978,0.9097
tr21,kNN,3,20,0.04,1.4,3,0.4328,0.2933,0.9078
tr21,kNN,3,20,0.04,2,1,0.4149,0.3035,0.9083
tr21,kNN,3,20,0.04,2,2,0.4176,0.3006,0.9056
tr21,kNN,3,20,0.04,2,3,0.4180,0.3020,0.9073
tr21,kNN,3,20,0.02,0.2,1,0.4075,0.3038,0.8778
tr21,kNN,3,20,0.02,0.2,2,0.4077,0.3041,0.8792
tr21,kNN,3,20,0.02,0.2,3,0.4057,0.3066,0.8725
tr21,kNN,3,20,0.02,0.6,1,0.4281,0.2962,0.8938
tr21,kNN,3,20,0.02,0.6,2,0.4312,0.2929,0.8958
tr21,kNN,3,20,0.02,0.6,3,0.4244,0.2965,0.8908
tr21,kNN,3,20,0.02,0.8,1,0.4332,0.2934,0.8981
tr21,kNN,3,20,0.02,0.8,2,0.4332,0.2913,0.8972
tr21,kNN,3,20,0.02,0.8,3,0.4359,0.2898,0.8981
tr21,kNN,3,20,0.02,1,1,0.4316,0.2958,0.9050
tr21,kNN,3,20,0.02,1,2,0.4390,0.2878,0.9025
tr21,kNN,3,20,0.02,1,3,0.4370,0.2878,0.9018
tr21,kNN,3,20,0.02,1.2,1,0.4325,0.2969,0.9083
tr21,kNN,3,20,0.02,1.2,2,0.4350,0.2907,0.9061
tr21,kNN,3,20,0.02,1.2,3,0.4378,0.2884,0.9041
tr21,kNN,3,20,0.02,1.4,1,0.4280,0.2968,0.9090
tr21,kNN,3,20,0.02,1.4,2,0.4341,0.2960,0.9104
tr21,kNN,3,20,0.02,1.4,3,0.4373,0.2912,0.9071
tr21,kNN,3,20,0.02,2,1,0.4154,0.3036,0.9078
tr21,kNN,3,20,0.02,2,2,0.4177,0.2996,0.9050
tr21,kNN,3,20,0.02,2,3,0.4169,0.3008,0.9062
tr21,kNN,3,30,0.1,0.2,1,0.2512,0.2111,0.6778
tr21,kNN,3,30,0.1,0.2,2,0.2509,0.2107,0.6778
tr21,kNN,3,30,0.1,0.2,3,0.2508,0.2106,0.6778
tr21,kNN,3,30,0.1,0.6,1,0.2443,0.2133,0.6750
tr21,kNN,3,30,0.1,0.6,2,0.2439,0.2133,0.6750
tr21,kNN,3,30,0.1,0.6,3,0.2469,0.2119,0.6756
tr21,kNN,3,30,0.1,0.8,1,0.2329,0.2167,0.6735
tr21,kNN,3,30,0.1,0.8,2,0.2395,0.2112,0.6735
tr21,kNN,3,30,0.1,0.8,3,0.2405,0.2112,0.6735
tr21,kNN,3,30,0.1,1,1,0.2290,0.2152,0.6728
tr21,kNN,3,30,0.1,1,2,0.2340,0.2088,0.6728
tr21,kNN,3,30,0.1,1,3,0.2363,0.2088,0.6728
tr21,kNN,3,30,0.1,1.2,1,0.2286,0.2151,0.6722
tr21,kNN,3,30,0.1,1.2,2,0.2340,0.2060,0.6722
tr21,kNN,3,30,0.1,1.2,3,0.2351,0.2059,0.6725
tr21,kNN,3,30,0.1,1.4,1,0.2259,0.2130,0.6718
tr21,kNN,3,30,0.1,1.4,2,0.2310,0.2036,0.6718
tr21,kNN,3,30,0.1,1.4,3,0.2342,0.2039,0.6720
tr21,kNN,3,30,0.1,2,1,0.2229,0.2107,0.6811
tr21,kNN,3,30,0.1,2,2,0.2166,0.2003,0.6785
tr21,kNN,3,30,0.1,2,3,0.2221,0.1913,0.6774
tr21,kNN,3,30,0.08,0.2,1,0.3413,0.3539,0.9157
tr21,kNN,3,30,0.08,0.2,2,0.3413,0.3540,0.9167
tr21,kNN,3,30,0.08,0.2,3,0.3417,0.3537,0.9167
tr21,kNN,3,30,0.08,0.6,1,0.3424,0.3565,0.9174
tr21,kNN,3,30,0.08,0.6,2,0.3432,0.3568,0.9181
tr21,kNN,3,30,0.08,0.6,3,0.3424,0.3568,0.9148
tr21,kNN,3,30,0.08,0.8,1,0.3346,0.3603,0.9130
tr21,kNN,3,30,0.08,0.8,2,0.3411,0.3555,0.9130
tr21,kNN,3,30,0.08,0.8,3,0.3446,0.3531,0.9130
tr21,kNN,3,30,0.08,1,1,0.3367,0.3620,0.9111
tr21,kNN,3,30,0.08,1,2,0.3422,0.3581,0.9117
tr21,kNN,3,30,0.08,1,3,0.3434,0.3573,0.9117
tr21,kNN,3,30,0.08,1.2,1,0.3396,0.3592,0.9086
tr21,kNN,3,30,0.08,1.2,2,0.3426,0.3575,0.9096
tr21,kNN,3,30,0.08,1.2,3,0.3439,0.3574,0.9101
tr21,kNN,3,30,0.08,1.4,1,0.3373,0.3607,0.9074
tr21,kNN,3,30,0.08,1.4,2,0.3430,0.3566,0.9065
tr21,kNN,3,30,0.08,1.4,3,0.3434,0.3566,0.9077
tr21,kNN,3,30,0.08,2,1,0.3367,0.3553,0.9037
tr21,kNN,3,30,0.08,2,2,0.3377,0.3546,0.9041
tr21,kNN,3,30,0.08,2,3,0.3402,0.3528,0.9037
tr21,kNN,3,30,0.06,0.2,1,0.3462,0.3501,0.9111
tr21,kNN,3,30,0.06,0.2,2,0.3465,0.3511,0.9111
tr21,kNN,3,30,0.06,0.2,3,0.3473,0.3505,0.9111
tr21,kNN,3,30,0.06,0.6,1,0.3470,0.3583,0.9187
tr21,kNN,3,30,0.06,0.6,2,0.3449,0.3546,0.9118
tr21,kNN,3,30,0.06,0.6,3,0.3440,0.3530,0.9096
tr21,kNN,3,30,0.06,0.8,1,0.3403,0.3638,0.9130
tr21,kNN,3,30,0.06,0.8,2,0.3427,0.3584,0.9099
tr21,kNN,3,30,0.06,0.8,3,0.3428,0.3584,0.9099
tr21,kNN,3,30,0.06,1,1,0.3388,0.3604,0.9117
tr21,kNN,3,30,0.06,1,2,0.3436,0.3590,0.9111
tr21,kNN,3,30,0.06,1,3,0.3434,0.3576,0.9106
tr21,kNN,3,30,0.06,1.2,1,0.3432,0.3604,0.9121
tr21,kNN,3,30,0.06,1.2,2,0.3448,0.3572,0.9136
tr21,kNN,3,30,0.06,1.2,3,0.3432,0.3577,0.9095
tr21,kNN,3,30,0.06,1.4,1,0.3419,0.3601,0.9120
tr21,kNN,3,30,0.06,1.4,2,0.3441,0.3586,0.9116
tr21,kNN,3,30,0.06,1.4,3,0.3445,0.3578,0.9116
tr21,kNN,3,30,0.06,2,1,0.3319,0.3538,0.9044
tr21,kNN,3,30,0.06,2,2,0.3354,0.3533,0.9067
tr21,kNN,3,30,0.06,2,3,0.3394,0.3525,0.9070
tr21,kNN,3,30,0.04,0.2,1,0.3467,0.3507,0.9111
tr21,kNN,3,30,0.04,0.2,2,0.3472,0.3500,0.9130
tr21,kNN,3,30,0.04,0.2,3,0.3485,0.3497,0.9120
tr21,kNN,3,30,0.04,0.6,1,0.3458,0.3568,0.9174
tr21,kNN,3,30,0.04,0.6,2,0.3458,0.3567,0.9111
tr21,kNN,3,30,0.04,0.6,3,0.3446,0.3531,0.9089
tr21,kNN,3,30,0.04,0.8,1,0.3420,0.3631,0.9148
tr21,kNN,3,30,0.04,0.8,2,0.3451,0.3592,0.9123
tr21,kNN,3,30,0.04,0.8,3,0.3449,0.3590,0.9111
tr21,kNN,3,30,0.04,1,1,0.3427,0.3619,0.9150
tr21,kNN,3,30,0.04,1,2,0.3436,0.3585,0.9139
tr21,kNN,3,30,0.04,1,3,0.3452,0.3580,0.9111
tr21,kNN,3,30,0.04,1.2,1,0.3423,0.3601,0.9126
tr21,kNN,3,30,0.04,1.2,2,0.3438,0.3564,0.9126
tr21,kNN,3,30,0.04,1.2,3,0.3461,0.3563,0.9138
tr21,kNN,3,30,0.04,1.4,1,0.3402,0.3576,0.9125
tr21,kNN,3,30,0.04,1.4,2,0.3442,0.3564,0.9125
tr21,kNN,3,30,0.04,1.4,3,0.3451,0.3583,0.9130
tr21,kNN,3,30,0.04,2,1,0.3330,0.3543,0.9052
tr21,kNN,3,30,0.04,2,2,0.3326,0.3541,0.9063
tr21,kNN,3,30,0.04,2,3,0.3375,0.3501,0.9063
tr21,kNN,3,30,0.02,0.2,1,0.3466,0.3494,0.9093
tr21,kNN,3,30,0.02,0.2,2,0.3478,0.3492,0.9130
tr21,kNN,3,30,0.02,0.2,3,0.3491,0.3488,0.9120
tr21,kNN,3,30,0.02,0.6,1,0.3459,0.3569,0.9174
tr21,kNN,3,30,0.02,0.6,2,0.3478,0.3571,0.9097
tr21,kNN,3,30,0.02,0.6,3,0.3452,0.3536,0.9089
tr21,kNN,3,30,0.02,0.8,1,0.3427,0.3625,0.9148
tr21,kNN,3,30,0.02,0.8,2,0.3453,0.3590,0.9123
tr21,kNN,3,30,0.02,0.8,3,0.3475,0.3562,0.9105
tr21,kNN,3,30,0.02,1,1,0.3439,0.3620,0.9150
tr21,kNN,3,30,0.02,1,2,0.3454,0.3591,0.9144
tr21,kNN,3,30,0.02,1,3,0.3456,0.3577,0.9117
tr21,kNN,3,30,0.02,1.2,1,0.3422,0.3602,0.9141
tr21,kNN,3,30,0.02,1.2,2,0.3447,0.3560,0.9141
tr21,kNN,3,30,0.02,1.2,3,0.3480,0.3557,0.9132
tr21,kNN,3,30,0.02,1.4,1,0.3406,0.3584,0.9134
tr21,kNN,3,30,0.02,1.4,2,0.3450,0.3556,0.9125
tr21,kNN,3,30,0.02,1.4,3,0.3463,0.3576,0.9135
tr21,kNN,3,30,0.02,2,1,0.3325,0.3541,0.9037
tr21,kNN,3,30,0.02,2,2,0.3323,0.3535,0.9063
tr21,kNN,3,30,0.02,2,3,0.3373,0.3493,0.9056
tr21,kNN,7,1,0.1,0.2,1,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.1,0.2,2,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.1,0.2,3,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.1,0.6,1,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.1,0.6,2,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.1,0.6,3,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.1,0.8,1,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.1,0.8,2,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.1,0.8,3,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.1,1,1,0.2398,0.2162,0.8917
tr21,kNN,7,1,0.1,1,2,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.1,1,3,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.1,1.2,1,0.2398,0.2162,0.8917
tr21,kNN,7,1,0.1,1.2,2,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.1,1.2,3,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.1,1.4,1,0.2398,0.2162,0.8917
tr21,kNN,7,1,0.1,1.4,2,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.1,1.4,3,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.1,2,1,0.1904,0.2233,0.8944
tr21,kNN,7,1,0.1,2,2,0.2322,0.2278,0.8611
tr21,kNN,7,1,0.1,2,3,0.1239,0.2176,0.7500
tr21,kNN,7,1,0.08,0.2,1,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.08,0.2,2,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.08,0.2,3,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.08,0.6,1,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.08,0.6,2,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.08,0.6,3,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.08,0.8,1,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.08,0.8,2,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.08,0.8,3,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.08,1,1,0.3103,0.2901,0.8333
tr21,kNN,7,1,0.08,1,2,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.08,1,3,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.08,1.2,1,0.3103,0.2901,0.8333
tr21,kNN,7,1,0.08,1.2,2,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.08,1.2,3,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.08,1.4,1,0.3103,0.2901,0.8333
tr21,kNN,7,1,0.08,1.4,2,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.08,1.4,3,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.08,2,1,0.3245,0.2833,0.8333
tr21,kNN,7,1,0.08,2,2,0.2684,0.2505,0.8333
tr21,kNN,7,1,0.08,2,3,0.1415,0.2431,0.8333
tr21,kNN,7,1,0.06,0.2,1,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.06,0.2,2,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.06,0.2,3,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.06,0.6,1,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.06,0.6,2,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.06,0.6,3,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.06,0.8,1,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.06,0.8,2,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.06,0.8,3,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.06,1,1,0.3895,0.2977,0.8333
tr21,kNN,7,1,0.06,1,2,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.06,1,3,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.06,1.2,1,0.3895,0.2977,0.8333
tr21,kNN,7,1,0.06,1.2,2,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.06,1.2,3,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.06,1.4,1,0.3895,0.2977,0.8333
tr21,kNN,7,1,0.06,1.4,2,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.06,1.4,3,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.06,2,1,0.4046,0.3040,0.8333
tr21,kNN,7,1,0.06,2,2,0.3728,0.2763,0.8333
tr21,kNN,7,1,0.06,2,3,0.1249,0.2351,0.8333
tr21,kNN,7,1,0.04,0.2,1,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.04,0.2,2,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.04,0.2,3,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.04,0.6,1,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.04,0.6,2,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.04,0.6,3,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.04,0.8,1,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.04,0.8,2,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.04,0.8,3,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.04,1,1,0.3127,0.3072,0.9833
tr21,kNN,7,1,0.04,1,2,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.04,1,3,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.04,1.2,1,0.3127,0.3072,0.9833
tr21,kNN,7,1,0.04,1.2,2,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.04,1.2,3,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.04,1.4,1,0.3127,0.3072,0.9833
tr21,kNN,7,1,0.04,1.4,2,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.04,1.4,3,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.04,2,1,0.3188,0.2967,0.9833
tr21,kNN,7,1,0.04,2,2,0.3410,0.3099,0.9833
tr21,kNN,7,1,0.04,2,3,0.3366,0.3391,0.9833
tr21,kNN,7,1,0.02,0.2,1,0.3386,0.3453,0.9833
tr21,kNN,7,1,0.02,0.2,2,0.3386,0.3453,0.9833
tr21,kNN,7,1,0.02,0.2,3,0.3386,0.3453,0.9833
tr21,kNN,7,1,0.02,0.6,1,0.3386,0.3453,0.9833
tr21,kNN,7,1,0.02,0.6,2,0.3386,0.3453,0.9833
tr21,kNN,7,1,0.02,0.6,3,0.3386,0.3453,0.9833
tr21,kNN,7,1,0.02,0.8,1,0.3386,0.3453,0.9833
tr21,kNN,7,1,0.02,0.8,2,0.3386,0.3453,0.9833
tr21,kNN,7,1,0.02,0.8,3,0.3386,0.3453,0.9833
tr21,kNN,7,1,0.02,1,1,0.2750,0.2739,0.9750
tr21,kNN,7,1,0.02,1,2,0.3386,0.3453,0.9833
tr21,kNN,7,1,0.02,1,3,0.3386,0.3453,0.9833
tr21,kNN,7,1,0.02,1.2,1,0.2750,0.2739,0.9750
tr21,kNN,7,1,0.02,1.2,2,0.3386,0.3453,0.9833
tr21,kNN,7,1,0.02,1.2,3,0.3386,0.3453,0.9833
tr21,kNN,7,1,0.02,1.4,1,0.2750,0.2739,0.9750
tr21,kNN,7,1,0.02,1.4,2,0.3386,0.3453,0.9833
tr21,kNN,7,1,0.02,1.4,3,0.3386,0.3453,0.9833
tr21,kNN,7,1,0.02,2,1,0.3159,0.2917,0.9722
tr21,kNN,7,1,0.02,2,2,0.3266,0.2904,0.9722
tr21,kNN,7,1,0.02,2,3,0.3386,0.3453,0.9833
tr21,kNN,7,5,0.1,0.2,1,0.3031,0.2545,0.7400
tr21,kNN,7,5,0.1,0.2,2,0.4802,0.2520,0.6520
tr21,kNN,7,5,0.1,0.2,3,0.4802,0.2520,0.6520
tr21,kNN,7,5,0.1,0.6,1,0.4275,0.2275,0.9650
tr21,kNN,7,5,0.1,0.6,2,0.3531,0.2539,0.7686
tr21,kNN,7,5,0.1,0.6,3,0.4802,0.2520,0.6520
tr21,kNN,7,5,0.1,0.8,1,0.3755,0.2380,0.9689
tr21,kNN,7,5,0.1,0.8,2,0.2593,0.2510,0.7467
tr21,kNN,7,5,0.1,0.8,3,0.2855,0.2604,0.8000
tr21,kNN,7,5,0.1,1,1,0.3714,0.2638,0.9740
tr21,kNN,7,5,0.1,1,2,0.2593,0.2510,0.7467
tr21,kNN,7,5,0.1,1,3,0.2855,0.2604,0.8000
tr21,kNN,7,5,0.1,1.2,1,0.3691,0.2724,0.9727
tr21,kNN,7,5,0.1,1.2,2,0.2808,0.2394,0.7218
tr21,kNN,7,5,0.1,1.2,3,0.2855,0.2604,0.8000
tr21,kNN,7,5,0.1,1.4,1,0.3724,0.2749,0.9667
tr21,kNN,7,5,0.1,1.4,2,0.2808,0.2394,0.7218
tr21,kNN,7,5,0.1,1.4,3,0.2460,0.2301,0.7945
tr21,kNN,7,5,0.1,2,1,0.3227,0.2893,0.9680
tr21,kNN,7,5,0.1,2,2,0.2721,0.2519,0.8040
tr21,kNN,7,5,0.1,2,3,0.2434,0.2470,0.8000
tr21,kNN,7,5,0.08,0.2,1,0.3806,0.2551,0.8000
tr21,kNN,7,5,0.08,0.2,2,0.4994,0.2466,0.8000
tr21,kNN,7,5,0.08,0.2,3,0.4994,0.2466,0.8000
tr21,kNN,7,5,0.08,0.6,1,0.3415,0.2545,0.8000
tr21,kNN,7,5,0.08,0.6,2,0.3481,0.2457,0.8000
tr21,kNN,7,5,0.08,0.6,3,0.4994,0.2466,0.8000
tr21,kNN,7,5,0.08,0.8,1,0.3361,0.2554,0.8000
tr21,kNN,7,5,0.08,0.8,2,0.3271,0.2374,0.8000
tr21,kNN,7,5,0.08,0.8,3,0.3282,0.2355,0.8000
tr21,kNN,7,5,0.08,1,1,0.3354,0.2499,0.8000
tr21,kNN,7,5,0.08,1,2,0.3271,0.2374,0.8000
tr21,kNN,7,5,0.08,1,3,0.3282,0.2355,0.8000
tr21,kNN,7,5,0.08,1.2,1,0.3274,0.2443,0.8000
tr21,kNN,7,5,0.08,1.2,2,0.3216,0.2385,0.8000
tr21,kNN,7,5,0.08,1.2,3,0.3282,0.2355,0.8000
tr21,kNN,7,5,0.08,1.4,1,0.3225,0.2386,0.8000
tr21,kNN,7,5,0.08,1.4,2,0.3216,0.2385,0.8000
tr21,kNN,7,5,0.08,1.4,3,0.3214,0.2310,0.8000
tr21,kNN,7,5,0.08,2,1,0.3203,0.2225,0.8013
tr21,kNN,7,5,0.08,2,2,0.3149,0.2221,0.8000
tr21,kNN,7,5,0.08,2,3,0.3100,0.2123,0.8000
tr21,kNN,7,5,0.06,0.2,1,0.4579,0.2580,0.8000
tr21,kNN,7,5,0.06,0.2,2,0.4918,0.2516,0.8000
tr21,kNN,7,5,0.06,0.2,3,0.4918,0.2516,0.8000
tr21,kNN,7,5,0.06,0.6,1,0.4063,0.2589,0.8000
tr21,kNN,7,5,0.06,0.6,2,0.4216,0.2549,0.8000
tr21,kNN,7,5,0.06,0.6,3,0.4918,0.2516,0.8000
tr21,kNN,7,5,0.06,0.8,1,0.3956,0.2573,0.8000
tr21,kNN,7,5,0.06,0.8,2,0.3826,0.2581,0.8000
tr21,kNN,7,5,0.06,0.8,3,0.3917,0.2603,0.8000
tr21,kNN,7,5,0.06,1,1,0.3718,0.2603,0.8000
tr21,kNN,7,5,0.06,1,2,0.3826,0.2581,0.8000
tr21,kNN,7,5,0.06,1,3,0.3917,0.2603,0.8000
tr21,kNN,7,5,0.06,1.2,1,0.3712,0.2595,0.8000
tr21,kNN,7,5,0.06,1.2,2,0.3625,0.2576,0.8000
tr21,kNN,7,5,0.06,1.2,3,0.3917,0.2603,0.8000
tr21,kNN,7,5,0.06,1.4,1,0.3694,0.2616,0.8000
tr21,kNN,7,5,0.06,1.4,2,0.3625,0.2576,0.8000
tr21,kNN,7,5,0.06,1.4,3,0.3650,0.2613,0.8000
tr21,kNN,7,5,0.06,2,1,0.3437,0.2475,0.8000
tr21,kNN,7,5,0.06,2,2,0.3410,0.2516,0.8000
tr21,kNN,7,5,0.06,2,3,0.3383,0.2349,0.8000
tr21,kNN,7,5,0.04,0.2,1,0.3660,0.2881,0.9767
tr21,kNN,7,5,0.04,0.2,2,0.3626,0.2867,0.9760
tr21,kNN,7,5,0.04,0.2,3,0.3626,0.2867,0.9760
tr21,kNN,7,5,0.04,0.6,1,0.3792,0.2978,0.9800
tr21,kNN,7,5,0.04,0.6,2,0.3755,0.2930,0.9771
tr21,kNN,7,5,0.04,0.6,3,0.3626,0.2867,0.9760
tr21,kNN,7,5,0.04,0.8,1,0.3740,0.3073,0.9800
tr21,kNN,7,5,0.04,0.8,2,0.3818,0.3033,0.9800
tr21,kNN,7,5,0.04,0.8,3,0.3791,0.2994,0.9775
tr21,kNN,7,5,0.04,1,1,0.3800,0.3064,0.9820
tr21,kNN,7,5,0.04,1,2,0.3818,0.3033,0.9800
tr21,kNN,7,5,0.04,1,3,0.3791,0.2994,0.9775
tr21,kNN,7,5,0.04,1.2,1,0.3823,0.3057,0.9836
tr21,kNN,7,5,0.04,1.2,2,0.3873,0.3007,0.9818
tr21,kNN,7,5,0.04,1.2,3,0.3791,0.2994,0.9775
tr21,kNN,7,5,0.04,1.4,1,0.3841,0.3101,0.9850
tr21,kNN,7,5,0.04,1.4,2,0.3873,0.3007,0.9818
tr21,kNN,7,5,0.04,1.4,3,0.3867,0.3040,0.9818
tr21,kNN,7,5,0.04,2,1,0.3818,0.3122,0.9853
tr21,kNN,7,5,0.04,2,2,0.3886,0.3099,0.9840
tr21,kNN,7,5,0.04,2,3,0.3918,0.3085,0.9843
tr21,kNN,7,5,0.02,0.2,1,0.3988,0.2667,0.9867
tr21,kNN,7,5,0.02,0.2,2,0.4019,0.2659,0.9920
tr21,kNN,7,5,0.02,0.2,3,0.4019,0.2659,0.9920
tr21,kNN,7,5,0.02,0.6,1,0.4012,0.2859,0.9850
tr21,kNN,7,5,0.02,0.6,2,0.4039,0.2734,0.9771
tr21,kNN,7,5,0.02,0.6,3,0.4019,0.2659,0.9920
tr21,kNN,7,5,0.02,0.8,1,0.3926,0.2952,0.9844
tr21,kNN,7,5,0.02,0.8,2,0.4066,0.2929,0.9800
tr21,kNN,7,5,0.02,0.8,3,0.4067,0.2873,0.9850
tr21,kNN,7,5,0.02,1,1,0.3880,0.2972,0.9840
tr21,kNN,7,5,0.02,1,2,0.4066,0.2929,0.9800
tr21,kNN,7,5,0.02,1,3,0.4067,0.2873,0.9850
tr21,kNN,7,5,0.02,1.2,1,0.3828,0.2999,0.9836
tr21,kNN,7,5,0.02,1.2,2,0.3836,0.2939,0.9836
tr21,kNN,7,5,0.02,1.2,3,0.4067,0.2873,0.9850
tr21,kNN,7,5,0.02,1.4,1,0.3823,0.3046,0.9833
tr21,kNN,7,5,0.02,1.4,2,0.3836,0.2939,0.9836
tr21,kNN,7,5,0.02,1.4,3,0.3893,0.2933,0.9745
tr21,kNN,7,5,0.02,2,1,0.3800,0.3071,0.9880
tr21,kNN,7,5,0.02,2,2,0.3864,0.3040,0.9853
tr21,kNN,7,5,0.02,2,3,0.3946,0.3047,0.9857
tr21,kNN,7,10,0.1,0.2,1,0.4212,0.3288,0.6875
tr21,kNN,7,10,0.1,0.2,2,0.3400,0.2729,0.6313
tr21,kNN,7,10,0.1,0.2,3,0.4814,0.2198,0.5475
tr21,kNN,7,10,0.1,0.6,1,0.4280,0.2347,0.9734
tr21,kNN,7,10,0.1,0.6,2,0.3183,0.2505,0.6563
tr21,kNN,7,10,0.1,0.6,3,0.3133,0.2603,0.7154
tr21,kNN,7,10,0.1,0.8,1,0.3452,0.2511,0.9639
tr21,kNN,7,10,0.1,0.8,2,0.2941,0.2711,0.6153
tr21,kNN,7,10,0.1,0.8,3,0.3008,0.2474,0.7547
tr21,kNN,7,10,0.1,1,1,0.3821,0.2565,0.9738
tr21,kNN,7,10,0.1,1,2,0.3025,0.2631,0.6613
tr21,kNN,7,10,0.1,1,3,0.2781,0.2276,0.8184
tr21,kNN,7,10,0.1,1.2,1,0.3919,0.2601,0.9693
tr21,kNN,7,10,0.1,1.2,2,0.3059,0.2571,0.7045
tr21,kNN,7,10,0.1,1.2,3,0.2781,0.2276,0.8184
