Text Collection,Graph Constructor Algorithm,Graph Parameter (k or ε),# of Positive Labeled Documents (D+),Label Propagation Algorithm,"Extracted Negatives Docs (num_neg = {1,2,5,10} x |D+|)",LLGC parameter (α),F1 Score,Standard Deviation,Negative Precision
CSTR,MkNN,15,5,LLGC,x2,0.7,0.5375,0.2029,0.9575
CSTR,MkNN,15,5,LLGC,x2,0.9,0.5619,0.2148,0.9575
CSTR,MkNN,15,5,LLGC,x5,0.1,0.5755,0.1670,0.9630
CSTR,MkNN,15,5,LLGC,x5,0.3,0.5867,0.1639,0.9630
CSTR,MkNN,15,5,LLGC,x5,0.5,0.6027,0.1570,0.9630
CSTR,MkNN,15,5,LLGC,x5,0.7,0.6261,0.1379,0.9630
CSTR,MkNN,15,5,LLGC,x5,0.9,0.6205,0.1751,0.9630
CSTR,MkNN,15,5,LLGC,x10,0.1,0.6224,0.1009,0.9500
CSTR,MkNN,15,5,LLGC,x10,0.3,0.6287,0.1092,0.9500
CSTR,MkNN,15,5,LLGC,x10,0.5,0.6263,0.1243,0.9500
CSTR,MkNN,15,5,LLGC,x10,0.7,0.6110,0.1713,0.9500
CSTR,MkNN,15,5,LLGC,x10,0.9,0.3582,0.3004,0.9500
CSTR,MkNN,15,10,LLGC,x1,0.1,0.4616,0.2117,0.9675
CSTR,MkNN,15,10,LLGC,x1,0.3,0.4638,0.2130,0.9675
CSTR,MkNN,15,10,LLGC,x1,0.5,0.4655,0.2138,0.9675
CSTR,MkNN,15,10,LLGC,x1,0.7,0.4661,0.2121,0.9675
CSTR,MkNN,15,10,LLGC,x1,0.9,0.4572,0.2082,0.9675
CSTR,MkNN,15,10,LLGC,x2,0.1,0.5044,0.2082,0.9663
CSTR,MkNN,15,10,LLGC,x2,0.3,0.5087,0.2097,0.9663
CSTR,MkNN,15,10,LLGC,x2,0.5,0.5157,0.2110,0.9663
CSTR,MkNN,15,10,LLGC,x2,0.7,0.5301,0.2163,0.9663
CSTR,MkNN,15,10,LLGC,x2,0.9,0.5621,0.2277,0.9663
CSTR,MkNN,15,10,LLGC,x5,0.1,0.6094,0.1394,0.9535
CSTR,MkNN,15,10,LLGC,x5,0.3,0.6234,0.1330,0.9535
CSTR,MkNN,15,10,LLGC,x5,0.5,0.6396,0.1215,0.9535
CSTR,MkNN,15,10,LLGC,x5,0.7,0.6600,0.1013,0.9535
CSTR,MkNN,15,10,LLGC,x5,0.9,0.5900,0.2292,0.9535
CSTR,MkNN,15,10,LLGC,x10,0.1,0.6418,0.0978,0.9320
CSTR,MkNN,15,10,LLGC,x10,0.3,0.6458,0.1128,0.9320
CSTR,MkNN,15,10,LLGC,x10,0.5,0.6392,0.1410,0.9320
CSTR,MkNN,15,10,LLGC,x10,0.7,0.5999,0.2228,0.9320
CSTR,MkNN,15,10,LLGC,x10,0.9,0.2923,0.2958,0.9320
CSTR,MkNN,15,20,LLGC,x1,0.1,0.4199,0.2302,0.9625
CSTR,MkNN,15,20,LLGC,x1,0.3,0.4228,0.2304,0.9625
CSTR,MkNN,15,20,LLGC,x1,0.5,0.4261,0.2314,0.9625
CSTR,MkNN,15,20,LLGC,x1,0.7,0.4299,0.2321,0.9625
CSTR,MkNN,15,20,LLGC,x1,0.9,0.4303,0.2319,0.9625
CSTR,MkNN,15,20,LLGC,x2,0.1,0.4884,0.2373,0.9581
CSTR,MkNN,15,20,LLGC,x2,0.3,0.4946,0.2397,0.9581
CSTR,MkNN,15,20,LLGC,x2,0.5,0.5013,0.2429,0.9581
CSTR,MkNN,15,20,LLGC,x2,0.7,0.5096,0.2471,0.9581
CSTR,MkNN,15,20,LLGC,x2,0.9,0.5501,0.2586,0.9581
CSTR,MkNN,15,20,LLGC,x5,0.1,0.5846,0.1713,0.9378
CSTR,MkNN,15,20,LLGC,x5,0.3,0.5937,0.1647,0.9378
CSTR,MkNN,15,20,LLGC,x5,0.5,0.6028,0.1620,0.9378
CSTR,MkNN,15,20,LLGC,x5,0.7,0.6105,0.1629,0.9378
CSTR,MkNN,15,20,LLGC,x5,0.9,0.4619,0.3281,0.9378
CSTR,MkNN,15,20,LLGC,x10,0.1,0.5319,0.1858,0.8980
CSTR,MkNN,15,20,LLGC,x10,0.3,0.5236,0.2147,0.8980
CSTR,MkNN,15,20,LLGC,x10,0.5,0.5260,0.2794,0.8980
CSTR,MkNN,15,20,LLGC,x10,0.7,0.4405,0.3518,0.8980
CSTR,MkNN,15,20,LLGC,x10,0.9,0.2632,0.2925,0.8980
CSTR,MkNN,15,30,LLGC,x1,0.1,0.5033,0.1354,0.9533
CSTR,MkNN,15,30,LLGC,x1,0.3,0.5078,0.1297,0.9533
CSTR,MkNN,15,30,LLGC,x1,0.5,0.5115,0.1211,0.9533
CSTR,MkNN,15,30,LLGC,x1,0.7,0.5132,0.1149,0.9533
CSTR,MkNN,15,30,LLGC,x1,0.9,0.5116,0.0994,0.9533
CSTR,MkNN,15,30,LLGC,x2,0.1,0.5934,0.1275,0.9506
CSTR,MkNN,15,30,LLGC,x2,0.3,0.6007,0.1255,0.9506
CSTR,MkNN,15,30,LLGC,x2,0.5,0.6097,0.1197,0.9506
CSTR,MkNN,15,30,LLGC,x2,0.7,0.6279,0.1062,0.9506
CSTR,MkNN,15,30,LLGC,x2,0.9,0.6878,0.0664,0.9506
CSTR,MkNN,15,30,LLGC,x5,0.1,0.6472,0.0645,0.9038
CSTR,MkNN,15,30,LLGC,x5,0.3,0.6514,0.0739,0.9038
CSTR,MkNN,15,30,LLGC,x5,0.5,0.6564,0.0851,0.9038
CSTR,MkNN,15,30,LLGC,x5,0.7,0.6332,0.1413,0.9038
CSTR,MkNN,15,30,LLGC,x5,0.9,0.3064,0.3662,0.9038
CSTR,MkNN,15,30,LLGC,x10,0.1,0.0000,0.0000,0.7720
CSTR,MkNN,15,30,LLGC,x10,0.3,0.0000,0.0000,0.7720
CSTR,MkNN,15,30,LLGC,x10,0.5,0.0000,0.0000,0.7720
CSTR,MkNN,15,30,LLGC,x10,0.7,0.0262,0.0670,0.7720
CSTR,MkNN,15,30,LLGC,x10,0.9,0.0516,0.1229,0.7720
CSTR,MkNN,19,1,LLGC,x1,0.1,0.4291,0.1720,0.8250
CSTR,MkNN,19,1,LLGC,x1,0.3,0.4313,0.1736,0.8250
CSTR,MkNN,19,1,LLGC,x1,0.5,0.4349,0.1759,0.8250
CSTR,MkNN,19,1,LLGC,x1,0.7,0.4356,0.1771,0.8250
CSTR,MkNN,19,1,LLGC,x1,0.9,0.4297,0.1784,0.8250
CSTR,MkNN,19,1,LLGC,x2,0.1,0.4617,0.1696,0.8500
CSTR,MkNN,19,1,LLGC,x2,0.3,0.4689,0.1732,0.8500
CSTR,MkNN,19,1,LLGC,x2,0.5,0.4771,0.1774,0.8500
CSTR,MkNN,19,1,LLGC,x2,0.7,0.4873,0.1882,0.8500
CSTR,MkNN,19,1,LLGC,x2,0.9,0.5076,0.2178,0.8500
CSTR,MkNN,19,1,LLGC,x5,0.1,0.5139,0.1439,0.8750
CSTR,MkNN,19,1,LLGC,x5,0.3,0.5260,0.1438,0.8750
CSTR,MkNN,19,1,LLGC,x5,0.5,0.5421,0.1417,0.8750
CSTR,MkNN,19,1,LLGC,x5,0.7,0.5643,0.1498,0.8750
CSTR,MkNN,19,1,LLGC,x5,0.9,0.5162,0.2173,0.8750
CSTR,MkNN,19,1,LLGC,x10,0.1,0.5308,0.1378,0.9075
CSTR,MkNN,19,1,LLGC,x10,0.3,0.5348,0.1463,0.9075
CSTR,MkNN,19,1,LLGC,x10,0.5,0.5282,0.1600,0.9075
CSTR,MkNN,19,1,LLGC,x10,0.7,0.5142,0.2055,0.9075
CSTR,MkNN,19,1,LLGC,x10,0.9,0.3375,0.2431,0.9075
CSTR,MkNN,19,5,LLGC,x1,0.1,0.4526,0.1884,0.9350
CSTR,MkNN,19,5,LLGC,x1,0.3,0.4527,0.1891,0.9350
CSTR,MkNN,19,5,LLGC,x1,0.5,0.4539,0.1885,0.9350
CSTR,MkNN,19,5,LLGC,x1,0.7,0.4524,0.1886,0.9350
CSTR,MkNN,19,5,LLGC,x1,0.9,0.4357,0.1881,0.9350
CSTR,MkNN,19,5,LLGC,x2,0.1,0.5116,0.1791,0.9475
CSTR,MkNN,19,5,LLGC,x2,0.3,0.5194,0.1781,0.9475
CSTR,MkNN,19,5,LLGC,x2,0.5,0.5335,0.1777,0.9475
CSTR,MkNN,19,5,LLGC,x2,0.7,0.5525,0.1767,0.9475
CSTR,MkNN,19,5,LLGC,x2,0.9,0.5976,0.1760,0.9475
CSTR,MkNN,19,5,LLGC,x5,0.1,0.6033,0.1080,0.9500
CSTR,MkNN,19,5,LLGC,x5,0.3,0.6218,0.1035,0.9500
CSTR,MkNN,19,5,LLGC,x5,0.5,0.6446,0.0916,0.9500
CSTR,MkNN,19,5,LLGC,x5,0.7,0.6652,0.0888,0.9500
CSTR,MkNN,19,5,LLGC,x5,0.9,0.5432,0.2760,0.9500
CSTR,MkNN,19,5,LLGC,x10,0.1,0.6249,0.1033,0.9500
CSTR,MkNN,19,5,LLGC,x10,0.3,0.6222,0.1153,0.9500
CSTR,MkNN,19,5,LLGC,x10,0.5,0.6170,0.1388,0.9500
CSTR,MkNN,19,5,LLGC,x10,0.7,0.5783,0.2118,0.9500
CSTR,MkNN,19,5,LLGC,x10,0.9,0.2854,0.2810,0.9500
CSTR,MkNN,19,10,LLGC,x1,0.1,0.4628,0.2054,0.9400
CSTR,MkNN,19,10,LLGC,x1,0.3,0.4636,0.2039,0.9400
CSTR,MkNN,19,10,LLGC,x1,0.5,0.4649,0.2027,0.9400
CSTR,MkNN,19,10,LLGC,x1,0.7,0.4624,0.2021,0.9400
CSTR,MkNN,19,10,LLGC,x1,0.9,0.4443,0.2009,0.9400
CSTR,MkNN,19,10,LLGC,x2,0.1,0.5284,0.1926,0.9450
CSTR,MkNN,19,10,LLGC,x2,0.3,0.5373,0.1929,0.9450
CSTR,MkNN,19,10,LLGC,x2,0.5,0.5470,0.1909,0.9450
CSTR,MkNN,19,10,LLGC,x2,0.7,0.5691,0.1885,0.9450
CSTR,MkNN,19,10,LLGC,x2,0.9,0.6277,0.1683,0.9450
CSTR,MkNN,19,10,LLGC,x5,0.1,0.6331,0.1094,0.9545
CSTR,MkNN,19,10,LLGC,x5,0.3,0.6438,0.1023,0.9545
CSTR,MkNN,19,10,LLGC,x5,0.5,0.6576,0.0870,0.9545
CSTR,MkNN,19,10,LLGC,x5,0.7,0.6786,0.0896,0.9545
CSTR,MkNN,19,10,LLGC,x5,0.9,0.5080,0.3162,0.9545
CSTR,MkNN,19,10,LLGC,x10,0.1,0.6386,0.1168,0.9313
CSTR,MkNN,19,10,LLGC,x10,0.3,0.6377,0.1355,0.9313
CSTR,MkNN,19,10,LLGC,x10,0.5,0.6215,0.1796,0.9313
CSTR,MkNN,19,10,LLGC,x10,0.7,0.5480,0.2753,0.9313
CSTR,MkNN,19,10,LLGC,x10,0.9,0.2636,0.2697,0.9313
CSTR,MkNN,19,20,LLGC,x1,0.1,0.4169,0.2339,0.9450
CSTR,MkNN,19,20,LLGC,x1,0.3,0.4180,0.2345,0.9450
CSTR,MkNN,19,20,LLGC,x1,0.5,0.4190,0.2359,0.9450
CSTR,MkNN,19,20,LLGC,x1,0.7,0.4203,0.2355,0.9450
CSTR,MkNN,19,20,LLGC,x1,0.9,0.4155,0.2311,0.9450
CSTR,MkNN,19,20,LLGC,x2,0.1,0.5005,0.2289,0.9606
CSTR,MkNN,19,20,LLGC,x2,0.3,0.5104,0.2300,0.9606
CSTR,MkNN,19,20,LLGC,x2,0.5,0.5234,0.2330,0.9606
CSTR,MkNN,19,20,LLGC,x2,0.7,0.5452,0.2340,0.9606
CSTR,MkNN,19,20,LLGC,x2,0.9,0.6037,0.2187,0.9606
CSTR,MkNN,19,20,LLGC,x5,0.1,0.5880,0.1599,0.9385
CSTR,MkNN,19,20,LLGC,x5,0.3,0.5964,0.1500,0.9385
CSTR,MkNN,19,20,LLGC,x5,0.5,0.6081,0.1361,0.9385
CSTR,MkNN,19,20,LLGC,x5,0.7,0.6132,0.1383,0.9385
CSTR,MkNN,19,20,LLGC,x5,0.9,0.4134,0.3786,0.9385
CSTR,MkNN,19,20,LLGC,x10,0.1,0.5202,0.2130,0.8976
CSTR,MkNN,19,20,LLGC,x10,0.3,0.5142,0.2474,0.8976
CSTR,MkNN,19,20,LLGC,x10,0.5,0.4907,0.3104,0.8976
CSTR,MkNN,19,20,LLGC,x10,0.7,0.4180,0.3778,0.8976
CSTR,MkNN,19,20,LLGC,x10,0.9,0.2347,0.2586,0.8976
CSTR,MkNN,19,30,LLGC,x1,0.1,0.5060,0.1704,0.9511
CSTR,MkNN,19,30,LLGC,x1,0.3,0.5066,0.1705,0.9511
CSTR,MkNN,19,30,LLGC,x1,0.5,0.5071,0.1679,0.9511
CSTR,MkNN,19,30,LLGC,x1,0.7,0.5080,0.1603,0.9511
CSTR,MkNN,19,30,LLGC,x1,0.9,0.5016,0.1408,0.9511
CSTR,MkNN,19,30,LLGC,x2,0.1,0.6100,0.1250,0.9522
CSTR,MkNN,19,30,LLGC,x2,0.3,0.6141,0.1251,0.9522
CSTR,MkNN,19,30,LLGC,x2,0.5,0.6311,0.1168,0.9522
CSTR,MkNN,19,30,LLGC,x2,0.7,0.6603,0.1019,0.9522
CSTR,MkNN,19,30,LLGC,x2,0.9,0.6961,0.0647,0.9522
CSTR,MkNN,19,30,LLGC,x5,0.1,0.6434,0.0756,0.9040
CSTR,MkNN,19,30,LLGC,x5,0.3,0.6473,0.0825,0.9040
CSTR,MkNN,19,30,LLGC,x5,0.5,0.6360,0.1069,0.9040
CSTR,MkNN,19,30,LLGC,x5,0.7,0.5907,0.1717,0.9040
CSTR,MkNN,19,30,LLGC,x5,0.9,0.2668,0.3655,0.9040
CSTR,MkNN,19,30,LLGC,x10,0.1,0.0000,0.0000,0.7720
CSTR,MkNN,19,30,LLGC,x10,0.3,0.0000,0.0000,0.7720
CSTR,MkNN,19,30,LLGC,x10,0.5,0.0000,0.0000,0.7720
CSTR,MkNN,19,30,LLGC,x10,0.7,0.0000,0.0000,0.7720
CSTR,MkNN,19,30,LLGC,x10,0.9,0.0000,0.0000,0.7720
CSTR,MkNN,23,1,LLGC,x1,0.1,0.4513,0.1683,0.8750
CSTR,MkNN,23,1,LLGC,x1,0.3,0.4512,0.1701,0.8750
CSTR,MkNN,23,1,LLGC,x1,0.5,0.4506,0.1731,0.8750
CSTR,MkNN,23,1,LLGC,x1,0.7,0.4466,0.1767,0.8750
CSTR,MkNN,23,1,LLGC,x1,0.9,0.4230,0.1810,0.8750
CSTR,MkNN,23,1,LLGC,x2,0.1,0.4949,0.1681,0.8750
CSTR,MkNN,23,1,LLGC,x2,0.3,0.5022,0.1716,0.8750
CSTR,MkNN,23,1,LLGC,x2,0.5,0.5107,0.1771,0.8750
CSTR,MkNN,23,1,LLGC,x2,0.7,0.5223,0.1841,0.8750
CSTR,MkNN,23,1,LLGC,x2,0.9,0.5253,0.2013,0.8750
CSTR,MkNN,23,1,LLGC,x5,0.1,0.5255,0.1497,0.9000
CSTR,MkNN,23,1,LLGC,x5,0.3,0.5397,0.1511,0.9000
CSTR,MkNN,23,1,LLGC,x5,0.5,0.5535,0.1411,0.9000
CSTR,MkNN,23,1,LLGC,x5,0.7,0.5597,0.1408,0.9000
CSTR,MkNN,23,1,LLGC,x5,0.9,0.4833,0.2171,0.9000
CSTR,MkNN,23,1,LLGC,x10,0.1,0.5062,0.1202,0.9050
CSTR,MkNN,23,1,LLGC,x10,0.3,0.5121,0.1247,0.9050
CSTR,MkNN,23,1,LLGC,x10,0.5,0.5025,0.1390,0.9050
CSTR,MkNN,23,1,LLGC,x10,0.7,0.4654,0.1858,0.9050
CSTR,MkNN,23,1,LLGC,x10,0.9,0.2829,0.2368,0.9050
CSTR,MkNN,23,5,LLGC,x1,0.1,0.4580,0.1883,0.9450
CSTR,MkNN,23,5,LLGC,x1,0.3,0.4602,0.1894,0.9450
CSTR,MkNN,23,5,LLGC,x1,0.5,0.4629,0.1904,0.9450
CSTR,MkNN,23,5,LLGC,x1,0.7,0.4600,0.1906,0.9450
CSTR,MkNN,23,5,LLGC,x1,0.9,0.4337,0.1896,0.9450
CSTR,MkNN,23,5,LLGC,x2,0.1,0.5265,0.1792,0.9300
CSTR,MkNN,23,5,LLGC,x2,0.3,0.5352,0.1784,0.9300
CSTR,MkNN,23,5,LLGC,x2,0.5,0.5507,0.1796,0.9300
CSTR,MkNN,23,5,LLGC,x2,0.7,0.5715,0.1822,0.9300
CSTR,MkNN,23,5,LLGC,x2,0.9,0.6118,0.1792,0.9300
CSTR,MkNN,23,5,LLGC,x5,0.1,0.6031,0.1233,0.9400
CSTR,MkNN,23,5,LLGC,x5,0.3,0.6200,0.1170,0.9400
CSTR,MkNN,23,5,LLGC,x5,0.5,0.6335,0.1052,0.9400
CSTR,MkNN,23,5,LLGC,x5,0.7,0.6505,0.1198,0.9400
CSTR,MkNN,23,5,LLGC,x5,0.9,0.4769,0.3064,0.9400
CSTR,MkNN,23,5,LLGC,x10,0.1,0.6202,0.1022,0.9450
CSTR,MkNN,23,5,LLGC,x10,0.3,0.6167,0.1127,0.9450
CSTR,MkNN,23,5,LLGC,x10,0.5,0.6074,0.1499,0.9450
CSTR,MkNN,23,5,LLGC,x10,0.7,0.5361,0.2462,0.9450
CSTR,MkNN,23,5,LLGC,x10,0.9,0.2366,0.2534,0.9450
CSTR,MkNN,23,10,LLGC,x1,0.1,0.4613,0.2030,0.9200
CSTR,MkNN,23,10,LLGC,x1,0.3,0.4629,0.2019,0.9200
CSTR,MkNN,23,10,LLGC,x1,0.5,0.4629,0.2014,0.9200
CSTR,MkNN,23,10,LLGC,x1,0.7,0.4611,0.2016,0.9200
CSTR,MkNN,23,10,LLGC,x1,0.9,0.4314,0.1984,0.9200
CSTR,MkNN,23,10,LLGC,x2,0.1,0.5341,0.1983,0.9338
CSTR,MkNN,23,10,LLGC,x2,0.3,0.5434,0.2005,0.9338
CSTR,MkNN,23,10,LLGC,x2,0.5,0.5534,0.2018,0.9338
CSTR,MkNN,23,10,LLGC,x2,0.7,0.5758,0.2006,0.9338
CSTR,MkNN,23,10,LLGC,x2,0.9,0.6396,0.1743,0.9338
CSTR,MkNN,23,10,LLGC,x5,0.1,0.6378,0.1012,0.9520
CSTR,MkNN,23,10,LLGC,x5,0.3,0.6463,0.0990,0.9520
CSTR,MkNN,23,10,LLGC,x5,0.5,0.6667,0.0995,0.9520
CSTR,MkNN,23,10,LLGC,x5,0.7,0.6732,0.1272,0.9520
CSTR,MkNN,23,10,LLGC,x5,0.9,0.4373,0.3475,0.9520
CSTR,MkNN,23,10,LLGC,x10,0.1,0.6382,0.1258,0.9355
CSTR,MkNN,23,10,LLGC,x10,0.3,0.6377,0.1512,0.9355
CSTR,MkNN,23,10,LLGC,x10,0.5,0.6167,0.2110,0.9355
CSTR,MkNN,23,10,LLGC,x10,0.7,0.4986,0.3027,0.9355
CSTR,MkNN,23,10,LLGC,x10,0.9,0.1970,0.2185,0.9355
CSTR,MkNN,23,20,LLGC,x1,0.1,0.4304,0.2370,0.9413
CSTR,MkNN,23,20,LLGC,x1,0.3,0.4332,0.2378,0.9413
CSTR,MkNN,23,20,LLGC,x1,0.5,0.4358,0.2380,0.9413
CSTR,MkNN,23,20,LLGC,x1,0.7,0.4373,0.2368,0.9413
CSTR,MkNN,23,20,LLGC,x1,0.9,0.4152,0.2299,0.9413
CSTR,MkNN,23,20,LLGC,x2,0.1,0.5095,0.2327,0.9550
CSTR,MkNN,23,20,LLGC,x2,0.3,0.5169,0.2355,0.9550
CSTR,MkNN,23,20,LLGC,x2,0.5,0.5314,0.2382,0.9550
CSTR,MkNN,23,20,LLGC,x2,0.7,0.5607,0.2376,0.9550
CSTR,MkNN,23,20,LLGC,x2,0.9,0.6216,0.2083,0.9550
CSTR,MkNN,23,20,LLGC,x5,0.1,0.6105,0.1396,0.9415
CSTR,MkNN,23,20,LLGC,x5,0.3,0.6184,0.1404,0.9415
CSTR,MkNN,23,20,LLGC,x5,0.5,0.6198,0.1464,0.9415
CSTR,MkNN,23,20,LLGC,x5,0.7,0.6064,0.1724,0.9415
CSTR,MkNN,23,20,LLGC,x5,0.9,0.3891,0.3926,0.9415
CSTR,MkNN,23,20,LLGC,x10,0.1,0.5288,0.2401,0.8984
CSTR,MkNN,23,20,LLGC,x10,0.3,0.5187,0.2863,0.8984
CSTR,MkNN,23,20,LLGC,x10,0.5,0.4693,0.3430,0.8984
CSTR,MkNN,23,20,LLGC,x10,0.7,0.3997,0.3915,0.8984
CSTR,MkNN,23,20,LLGC,x10,0.9,0.1016,0.1496,0.8984
CSTR,MkNN,23,30,LLGC,x1,0.1,0.5296,0.1579,0.9456
CSTR,MkNN,23,30,LLGC,x1,0.3,0.5334,0.1559,0.9456
CSTR,MkNN,23,30,LLGC,x1,0.5,0.5339,0.1539,0.9456
CSTR,MkNN,23,30,LLGC,x1,0.7,0.5353,0.1491,0.9456
CSTR,MkNN,23,30,LLGC,x1,0.9,0.5044,0.1421,0.9456
CSTR,MkNN,23,30,LLGC,x2,0.1,0.6222,0.1181,0.9467
CSTR,MkNN,23,30,LLGC,x2,0.3,0.6311,0.1180,0.9467
CSTR,MkNN,23,30,LLGC,x2,0.5,0.6487,0.1130,0.9467
CSTR,MkNN,23,30,LLGC,x2,0.7,0.6788,0.0912,0.9467
CSTR,MkNN,23,30,LLGC,x2,0.9,0.7054,0.0606,0.9467
CSTR,MkNN,23,30,LLGC,x5,0.1,0.6539,0.0769,0.9064
CSTR,MkNN,23,30,LLGC,x5,0.3,0.6529,0.0953,0.9064
CSTR,MkNN,23,30,LLGC,x5,0.5,0.6317,0.1339,0.9064
CSTR,MkNN,23,30,LLGC,x5,0.7,0.5518,0.2262,0.9064
CSTR,MkNN,23,30,LLGC,x5,0.9,0.2392,0.3395,0.9064
CSTR,MkNN,23,30,LLGC,x10,0.1,0.0000,0.0000,0.7720
CSTR,MkNN,23,30,LLGC,x10,0.3,0.0000,0.0000,0.7720
CSTR,MkNN,23,30,LLGC,x10,0.5,0.0000,0.0000,0.7720
CSTR,MkNN,23,30,LLGC,x10,0.7,0.0000,0.0000,0.7720
CSTR,MkNN,23,30,LLGC,x10,0.9,0.0000,0.0000,0.7720
CSTR,MkNN,27,1,LLGC,x1,0.1,0.4337,0.1596,0.8750
CSTR,MkNN,27,1,LLGC,x1,0.3,0.4328,0.1607,0.8750
CSTR,MkNN,27,1,LLGC,x1,0.5,0.4324,0.1629,0.8750
CSTR,MkNN,27,1,LLGC,x1,0.7,0.4293,0.1705,0.8750
CSTR,MkNN,27,1,LLGC,x1,0.9,0.4195,0.1884,0.8750
CSTR,MkNN,27,1,LLGC,x2,0.1,0.4809,0.1555,0.8875
CSTR,MkNN,27,1,LLGC,x2,0.3,0.4892,0.1579,0.8875
CSTR,MkNN,27,1,LLGC,x2,0.5,0.4989,0.1620,0.8875
CSTR,MkNN,27,1,LLGC,x2,0.7,0.5151,0.1719,0.8875
CSTR,MkNN,27,1,LLGC,x2,0.9,0.5392,0.2014,0.8875
CSTR,MkNN,27,1,LLGC,x5,0.1,0.5294,0.1370,0.9050
CSTR,MkNN,27,1,LLGC,x5,0.3,0.5424,0.1370,0.9050
CSTR,MkNN,27,1,LLGC,x5,0.5,0.5599,0.1367,0.9050
CSTR,MkNN,27,1,LLGC,x5,0.7,0.5731,0.1466,0.9050
CSTR,MkNN,27,1,LLGC,x5,0.9,0.4455,0.2360,0.9050
CSTR,MkNN,27,1,LLGC,x10,0.1,0.5044,0.1366,0.9050
CSTR,MkNN,27,1,LLGC,x10,0.3,0.5097,0.1407,0.9050
CSTR,MkNN,27,1,LLGC,x10,0.5,0.4947,0.1642,0.9050
CSTR,MkNN,27,1,LLGC,x10,0.7,0.4397,0.2070,0.9050
CSTR,MkNN,27,1,LLGC,x10,0.9,0.2348,0.2290,0.9050
CSTR,MkNN,27,5,LLGC,x1,0.1,0.4497,0.1894,0.9450
CSTR,MkNN,27,5,LLGC,x1,0.3,0.4509,0.1923,0.9450
CSTR,MkNN,27,5,LLGC,x1,0.5,0.4507,0.1936,0.9450
CSTR,MkNN,27,5,LLGC,x1,0.7,0.4478,0.1962,0.9450
CSTR,MkNN,27,5,LLGC,x1,0.9,0.4234,0.1955,0.9450
CSTR,MkNN,27,5,LLGC,x2,0.1,0.5201,0.1709,0.9325
CSTR,MkNN,27,5,LLGC,x2,0.3,0.5290,0.1709,0.9325
CSTR,MkNN,27,5,LLGC,x2,0.5,0.5447,0.1736,0.9325
CSTR,MkNN,27,5,LLGC,x2,0.7,0.5696,0.1794,0.9325
CSTR,MkNN,27,5,LLGC,x2,0.9,0.6221,0.1738,0.9325
CSTR,MkNN,27,5,LLGC,x5,0.1,0.6127,0.1091,0.9410
CSTR,MkNN,27,5,LLGC,x5,0.3,0.6204,0.1022,0.9410
CSTR,MkNN,27,5,LLGC,x5,0.5,0.6379,0.0970,0.9410
CSTR,MkNN,27,5,LLGC,x5,0.7,0.6483,0.1262,0.9410
CSTR,MkNN,27,5,LLGC,x5,0.9,0.4216,0.3179,0.9410
CSTR,MkNN,27,5,LLGC,x10,0.1,0.6057,0.1120,0.9420
CSTR,MkNN,27,5,LLGC,x10,0.3,0.6043,0.1251,0.9420
CSTR,MkNN,27,5,LLGC,x10,0.5,0.5920,0.1712,0.9420
CSTR,MkNN,27,5,LLGC,x10,0.7,0.4934,0.2668,0.9420
CSTR,MkNN,27,5,LLGC,x10,0.9,0.1749,0.2055,0.9420
CSTR,MkNN,27,10,LLGC,x1,0.1,0.4536,0.2022,0.9275
CSTR,MkNN,27,10,LLGC,x1,0.3,0.4533,0.2031,0.9275
CSTR,MkNN,27,10,LLGC,x1,0.5,0.4532,0.2042,0.9275
CSTR,MkNN,27,10,LLGC,x1,0.7,0.4499,0.2052,0.9275
CSTR,MkNN,27,10,LLGC,x1,0.9,0.4198,0.2036,0.9275
CSTR,MkNN,27,10,LLGC,x2,0.1,0.5479,0.1783,0.9425
CSTR,MkNN,27,10,LLGC,x2,0.3,0.5571,0.1782,0.9425
CSTR,MkNN,27,10,LLGC,x2,0.5,0.5737,0.1784,0.9425
CSTR,MkNN,27,10,LLGC,x2,0.7,0.6022,0.1762,0.9425
CSTR,MkNN,27,10,LLGC,x2,0.9,0.6893,0.1278,0.9425
CSTR,MkNN,27,10,LLGC,x5,0.1,0.6364,0.0852,0.9505
CSTR,MkNN,27,10,LLGC,x5,0.3,0.6484,0.0848,0.9505
CSTR,MkNN,27,10,LLGC,x5,0.5,0.6735,0.0985,0.9505
CSTR,MkNN,27,10,LLGC,x5,0.7,0.6653,0.1533,0.9505
CSTR,MkNN,27,10,LLGC,x5,0.9,0.3735,0.3370,0.9505
CSTR,MkNN,27,10,LLGC,x10,0.1,0.6362,0.1415,0.9348
CSTR,MkNN,27,10,LLGC,x10,0.3,0.6303,0.1725,0.9348
CSTR,MkNN,27,10,LLGC,x10,0.5,0.5928,0.2375,0.9348
CSTR,MkNN,27,10,LLGC,x10,0.7,0.4527,0.3160,0.9348
CSTR,MkNN,27,10,LLGC,x10,0.9,0.0931,0.1348,0.9348
CSTR,MkNN,27,20,LLGC,x1,0.1,0.4370,0.2372,0.9438
CSTR,MkNN,27,20,LLGC,x1,0.3,0.4410,0.2399,0.9438
CSTR,MkNN,27,20,LLGC,x1,0.5,0.4428,0.2399,0.9438
CSTR,MkNN,27,20,LLGC,x1,0.7,0.4402,0.2384,0.9438
CSTR,MkNN,27,20,LLGC,x1,0.9,0.4107,0.2284,0.9438
CSTR,MkNN,27,20,LLGC,x2,0.1,0.5175,0.2213,0.9531
